Experiment,Animal,Group_Description,Time_Point,Time_Point_Description,Trial,Trial_Description,NumberOfRunsUsedForCalculatingTrialStatistics,Run_Duration_(s)_Mean,Run_Average_Speed_(cm/s)_Mean,Run_Maximum_Variation_(%)_Mean,RF_Stand_(s)_Mean,RF_StandIndex_Mean,RF_MaxContactAt_(%)_Mean,RF_MaxContactArea_(cm²)_Mean,RF_MaxContactMaxIntensity_Mean,RF_MaxContactMeanIntensity_Mean,RF_PrintLength_(cm)_Mean,RF_PrintWidth_(cm)_Mean,RF_PrintArea_(cm²)_Mean,RF_MaxIntensityAt_(%)_Mean,RF_MaxIntensity_Mean,RF_MinIntensity_Mean,RF_MeanIntensity_Mean,RF_MeanIntensityOfThe15MostIntensePixels_Mean,RF_Swing_(s)_Mean,RF_SwingSpeed_(cm/s)_Mean,RF_StrideLength_(cm)_Mean,RF_StepCycle_(s)_Mean,RF_DutyCycle_(%)_Mean,RF_ToeSpread_(cm)_Mean,RF_IntermediateToeSpread_(cm)_Mean,RF_ManualPrintLength_(cm)_Mean,RF_PawAngleBodyAxis_(°)_Mean,RF_PawAngleMovementVector_(°)_Mean,RF_SingleStance_(s)_Mean,RF_InitialDualStance_(s)_Mean,RF_TerminalDualStance_(s)_Mean,RF_BodySpeed_(cm/s)_Mean,RF_BodySpeedVariation_(%)_Mean,RH_Stand_(s)_Mean,RH_StandIndex_Mean,RH_MaxContactAt_(%)_Mean,RH_MaxContactArea_(cm²)_Mean,RH_MaxContactMaxIntensity_Mean,RH_MaxContactMeanIntensity_Mean,RH_PrintLength_(cm)_Mean,RH_PrintWidth_(cm)_Mean,RH_PrintArea_(cm²)_Mean,RH_MaxIntensityAt_(%)_Mean,RH_MaxIntensity_Mean,RH_MinIntensity_Mean,RH_MeanIntensity_Mean,RH_MeanIntensityOfThe15MostIntensePixels_Mean,RH_Swing_(s)_Mean,RH_SwingSpeed_(cm/s)_Mean,RH_StrideLength_(cm)_Mean,RH_StepCycle_(s)_Mean,RH_DutyCycle_(%)_Mean,RH_ToeSpread_(cm)_Mean,RH_IntermediateToeSpread_(cm)_Mean,RH_ManualPrintLength_(cm)_Mean,RH_PawAngleBodyAxis_(°)_Mean,RH_PawAngleMovementVector_(°)_Mean,RH_SingleStance_(s)_Mean,RH_InitialDualStance_(s)_Mean,RH_TerminalDualStance_(s)_Mean,RH_BodySpeed_(cm/s)_Mean,RH_BodySpeedVariation_(%)_Mean,LF_Stand_(s)_Mean,LF_StandIndex_Mean,LF_MaxContactAt_(%)_Mean,LF_MaxContactArea_(cm²)_Mean,LF_MaxContactMaxIntensity_Mean,LF_MaxContactMeanIntensity_Mean,LF_PrintLength_(cm)_Mean,LF_PrintWidth_(cm)_Mean,LF_PrintArea_(cm²)_Mean,LF_MaxIntensityAt_(%)_Mean,LF_MaxIntensity_Mean,LF_MinIntensity_Mean,LF_MeanIntensity_Mean,LF_MeanIntensityOfThe15MostIntensePixels_Mean,LF_Swing_(s)_Mean,LF_SwingSpeed_(cm/s)_Mean,LF_StrideLength_(cm)_Mean,LF_StepCycle_(s)_Mean,LF_DutyCycle_(%)_Mean,LF_ToeSpread_(cm)_Mean,LF_IntermediateToeSpread_(cm)_Mean,LF_ManualPrintLength_(cm)_Mean,LF_PawAngleBodyAxis_(°)_Mean,LF_PawAngleMovementVector_(°)_Mean,LF_SingleStance_(s)_Mean,LF_InitialDualStance_(s)_Mean,LF_TerminalDualStance_(s)_Mean,LF_BodySpeed_(cm/s)_Mean,LF_BodySpeedVariation_(%)_Mean,LH_Stand_(s)_Mean,LH_StandIndex_Mean,LH_MaxContactAt_(%)_Mean,LH_MaxContactArea_(cm²)_Mean,LH_MaxContactMaxIntensity_Mean,LH_MaxContactMeanIntensity_Mean,LH_PrintLength_(cm)_Mean,LH_PrintWidth_(cm)_Mean,LH_PrintArea_(cm²)_Mean,LH_MaxIntensityAt_(%)_Mean,LH_MaxIntensity_Mean,LH_MinIntensity_Mean,LH_MeanIntensity_Mean,LH_MeanIntensityOfThe15MostIntensePixels_Mean,LH_Swing_(s)_Mean,LH_SwingSpeed_(cm/s)_Mean,LH_StrideLength_(cm)_Mean,LH_StepCycle_(s)_Mean,LH_DutyCycle_(%)_Mean,LH_ToeSpread_(cm)_Mean,LH_IntermediateToeSpread_(cm)_Mean,LH_ManualPrintLength_(cm)_Mean,LH_PawAngleBodyAxis_(°)_Mean,LH_PawAngleMovementVector_(°)_Mean,LH_SingleStance_(s)_Mean,LH_InitialDualStance_(s)_Mean,LH_TerminalDualStance_(s)_Mean,LH_BodySpeed_(cm/s)_Mean,LH_BodySpeedVariation_(%)_Mean,StepSequence_NumberOfPatterns,StepSequence_CA_(%),StepSequence_CB_(%),StepSequence_AA_(%),StepSequence_AB_(%),StepSequence_RA_(%),StepSequence_RB_(%),StepSequence_RegularityIndex_(%),BOS_FrontPaws_Mean_(cm),BOS_HindPaws_Mean_(cm),OtherStatistics_Duration_Mean,OtherStatistics_Average_Speed_Mean,OtherStatistics_Maximum_Variation_(%)_Mean,OtherStatistics_NumberOfSteps,OtherStatistics_Cadence,OtherStatistics_Sciatic_Functional_Index_Mean,OtherStatistics_Peroneal_Functional_Index_Mean,OtherStatistics_Posterior_Tibial_Functional_Index_Mean,OtherStatistics_RM_(%),OtherStatistics_RK_(%),OtherStatistics_LM_(%),OtherStatistics_LK_(%),OtherStatistics_NO_(%),OtherStatistics_AB_(%),OtherStatistics_TA_(%),OtherStatistics_GT_(%),PrintPositions_RightPaws_Mean_(cm),PrintPositions_LeftPaws_Mean_(cm),PhaseDispersions_RF->LH_Mean,PhaseDispersions_RF->LH_CStat_Mean,PhaseDispersions_RF->LH_CStat_R,PhaseDispersions_LF->RH_Mean,PhaseDispersions_LF->RH_CStat_Mean,PhaseDispersions_LF->RH_CStat_R,PhaseDispersions_LH->RH_Mean,PhaseDispersions_LH->RH_CStat_Mean,PhaseDispersions_LH->RH_CStat_R,PhaseDispersions_LF->RF_Mean,PhaseDispersions_LF->RF_CStat_Mean,PhaseDispersions_LF->RF_CStat_R,PhaseDispersions_RF->RH_Mean,PhaseDispersions_RF->RH_CStat_Mean,PhaseDispersions_RF->RH_CStat_R,PhaseDispersions_LF->LH_Mean,PhaseDispersions_LF->LH_CStat_Mean,PhaseDispersions_LF->LH_CStat_R,Couplings_RF->LH_Mean,Couplings_RF->LH_CStat_Mean,Couplings_RF->LH_CStat_R,Couplings_LF->RH_Mean,Couplings_LF->RH_CStat_Mean,Couplings_LF->RH_CStat_R,Couplings_LH->RF_Mean,Couplings_LH->RF_CStat_Mean,Couplings_LH->RF_CStat_R,Couplings_RH->LF_Mean,Couplings_RH->LF_CStat_Mean,Couplings_RH->LF_CStat_R,Couplings_LH->RH_Mean,Couplings_LH->RH_CStat_Mean,Couplings_LH->RH_CStat_R,Couplings_LF->RF_Mean,Couplings_LF->RF_CStat_Mean,Couplings_LF->RF_CStat_R,Couplings_RH->LH_Mean,Couplings_RH->LH_CStat_Mean,Couplings_RH->LH_CStat_R,Couplings_RF->LF_Mean,Couplings_RF->LF_CStat_Mean,Couplings_RF->LF_CStat_R,Couplings_RF->RH_Mean,Couplings_RF->RH_CStat_Mean,Couplings_RF->RH_CStat_R,Couplings_LF->LH_Mean,Couplings_LF->LH_CStat_Mean,Couplings_LF->LH_CStat_R,Couplings_RH->RF_Mean,Couplings_RH->RF_CStat_Mean,Couplings_RH->RF_CStat_R,Couplings_LH->LF_Mean,Couplings_LH->LF_CStat_Mean,Couplings_LH->LF_CStat_R,Support_Zero_(%),Support_Single_(%),Support_Diagonal_(%),Support_Girdle_(%),Support_Lateral_(%),Support_Three_(%),Support_Four_(%)
A111_4 1 month post-tx,2,WT,Undefined,,Trial0001,,3,3.374195567,15.664777,38.66666667,0.174699232,-5.463844473,52.90777262,0.384859169,141.96875,72.39790788,0.914192708,0.781578947,0.464756373,49.42277835,146.84375,31.3125,79.4095934,123.2166667,0.088121265,51.71891453,4.355983691,0.265402931,65.51363494,-,-,-,-,-,0.105367637,0.051025827,0.024774032,17.06987361,25.42528345,0.204474698,-8.976856534,29.15753446,0.438208938,173.8275862,70.09035502,0.959913793,0.808529946,0.543031987,32.46684751,177.5862069,31.72413793,80.3122462,142.1770115,0.063350193,70.10114548,4.381919367,0.273373134,75.46392364,-,-,-,-,-,0.071253518,0.036831199,0.096389981,16.79773581,26.48523003,0.150366356,-4.270854717,37.36879678,0.413798314,139,70.19841188,0.903125,0.766036184,0.475923109,41.42827522,141.5625,31.875,75.08864948,116.5520833,0.098100903,43.13737934,4.083862723,0.249564716,60.59157769,-,-,-,-,-,0.08211415,0.023188001,0.046052261,16.40238614,27.45464833,0.204025315,-9.276764054,36.28246425,0.240478002,108.1875,61.1223561,0.74375,0.508470395,0.275708265,71.00161131,127.90625,32.25,67.93609885,100.6791667,0.071253518,61.96896643,4.361318141,0.266778788,71.31194166,-,-,-,-,-,0.063350193,0.100216746,0.037241505,16.59618043,24.12833906,28,17.85714286,10.71428571,42.85714286,28.57142857,0,0,96.55172414,1.543174342,2.135201584,3.071,15.95871019,69.96789591,125,14.84050813,-,-,-,0,0,0,0,0,0,0,0,1.275,1.735416667,-4.991679993,95.27677129,0.759216747,-2.488870521,97.78515078,0.863342211,56.81031058,56.71128913,0.90222443,46.20858655,46.32769909,0.886149038,52.0985512,52.00038271,0.903395519,42.43626794,42.54836106,0.808816717,95.62127888,95.64810371,0.81146212,97.3836861,97.59667117,0.876594312,104.9498605,5.076065933,0.779897901,48.2698312,3.796054025,0.75999434,57.65670556,57.24704539,0.864455392,46.20858655,46.32769909,0.886149038,42.0745779,42.45767453,0.861729893,53.10309342,53.84911701,0.787427277,53.06141592,52.5143424,0.856944089,42.43626794,42.54836106,0.808816717,46.84946258,48.06961822,0.782775117,56.85032888,58.48988901,0.671509083,0,1.699716714,40.93484419,0,0.283286119,36.68555241,20.39660057
A111_4 1 month post-tx,3,KO,Undefined,,Trial0002,,3,4.164109219,12.97428435,30,0.209099312,-3.038609793,36.64112703,0.437099282,137.3333333,71.40724153,0.950883838,0.781578947,0.497494019,51.72674273,143.1818182,31.15151515,78.00914235,120.4585859,0.101854771,40.94154335,4.145407311,0.311559486,66.23228143,-,-,-,-,-,0.087116541,0.050274229,0.065081992,13.39588522,20.43513788,0.171947875,-9.525605969,24.00079395,0.347584293,141.25,68.56599906,0.816796875,0.641694079,0.384859169,32.6766874,145.9375,31.625,74.313282,117.2895833,0.150129283,32.00078393,4.329474411,0.323680794,52.91679607,-,-,-,-,-,0.128031695,0.013197034,0.033884342,13.46490275,17.65184697,0.204417103,-3.432931081,46.35669544,0.398486842,142.7058824,69.3444779,0.908333333,0.779489164,0.461694079,41.92111623,148.7647059,31.5,76.90081579,120.145098,0.08503973,46.92645523,3.917128567,0.289589848,69.89146676,-,-,-,-,-,0.095488848,0.059292884,0.049618142,12.93741452,21.63840581,0.166221849,-7.637939778,13.86608445,0.261385823,123.516129,60.54043604,0.731182796,0.584465195,0.290122029,28.86321676,131.0645161,32.09677419,63.31426728,96.28387097,0.15263606,29.52885831,4.313006578,0.322401067,51.40395752,-,-,-,-,-,0.12534047,0.033404604,0.012741963,13.22266903,16.82255784,28,3.571428571,0,3.571428571,92.85714286,0,0,95.72649573,1.482161034,1.399716336,3.651333333,13.02099704,56.35931122,130,12.1297945,-,-,-,0,0,0,0,0.091134948,0,0,0,2.022177419,1.72125,8.91362108,9.174088889,0.932181028,13.81388343,14.61809242,0.836128718,51.74455749,51.56663191,0.94540603,54.92619825,54.89213913,0.961799024,52.17596081,60.12895921,0.831800918,64.14656367,64.29067821,0.916915956,108.8474142,9.153538524,0.928200247,17.55177517,14.58806861,0.837585005,89.47037034,89.67145815,0.891061835,79.65991895,84.55068381,0.735388302,52.41236583,51.69108168,0.899152538,55.69180588,55.50764215,0.938286425,47.01030304,47.21355793,0.932065543,45.13368892,44.72224661,0.870214873,59.38977087,60.34199068,0.832650003,64.53388637,64.69601631,0.910733454,39.83012673,38.71220985,0.81322966,35.6660492,34.08516356,0.809593033,0,3.42920354,51.7699115,5.862831858,0.553097345,31.74778761,6.637168142
A111_4 1 month post-tx,10,Vehicle,Undefined,,Trial0003,,3,3.845897395,14.69489174,31.66666667,0.181805427,-4.11197897,34.29401627,0.368264098,130.2571429,67.22829879,0.787261905,0.753157895,0.40450094,42.37957385,133.8,31.4,73.28657945,109.7885714,0.0939648,41.73497126,3.806019146,0.277204912,65.08342682,-,-,-,-,-,0.090814322,0.04267688,0.048431334,14.3065144,24.50085978,0.205715059,-8.12844501,18.43074561,0.358436472,140.21875,67.18894111,1.002734375,0.683881579,0.423234992,28.89123877,151.125,31.71875,72.67318831,118.0958333,0.113327776,41.78261708,4.328692695,0.318276153,62.45737979,-,-,-,-,-,0.081772447,0.096923089,0.032558021,14.6347773,19.83773794,0.188935466,-4.009264812,42.68527336,0.328863722,131.4285714,68.14320501,0.835833333,0.736917293,0.391703008,40.22798906,140,31.6,75.20511746,112.3447619,0.09365227,42.80626378,3.957335151,0.268454753,64.06174424,-,-,-,-,-,0.096995923,0.050911457,0.04607539,14.96651391,22.61524387,0.229747277,-7.019457551,15.96055437,0.341901316,148.4666667,64.68556115,0.85,0.727105263,0.399779605,24.7082572,156.2,31.73333333,69.70299547,118.1066667,0.090652776,54.72506774,4.309586358,0.318917281,68.49344162,-,-,-,-,-,0.102992689,0.030656425,0.097816087,14.62325003,20.45245797,27,7.407407407,11.11111111,3.703703704,66.66666667,11.11111111,0,91.52542373,1.46731864,1.444839288,3.566,14.79474529,56.5612544,132,13.04888013,-,-,-,0,0,0,0,0,0,0,0,1.357638889,1.118678161,19.77639159,14.68806146,0.493441825,7.972934369,7.368484957,0.847491192,28.71858961,41.29080322,0.711755656,49.04229662,49.21809509,0.910627548,58.14295231,58.00369601,0.864014058,46.59191104,63.68581949,0.603359456,32.21244829,14.14718899,0.512615586,107.9842117,7.371378085,0.848323468,65.17464813,85.10964095,0.363284503,75.34069823,91.81526649,0.682771145,41.13093815,39.08525339,0.710980836,48.88216005,49.05076635,0.909383353,57.95686687,59.53070387,0.775792681,51.13923122,51.50197621,0.870336563,58.62240908,58.46146077,0.847939248,57.31583267,63.33381945,0.623522092,42.17162231,41.10352032,0.646270759,42.61970277,34.21672045,0.493110274,0,1.392111369,35.96287703,1.50812065,3.596287703,43.50348028,14.03712297
A111_4 1 month post-tx,12,WT,Undefined,,Trial0004,,3,3.684619695,14.61059835,25,0.216351657,-2.4377573,38.89026527,0.410460526,149.7037037,71.08867935,0.884104938,0.807894737,0.461907895,58.92797249,161.0740741,31.7037037,79.20269545,129.8740741,0.1323081,40.27174729,5.262712535,0.354484808,61.4723761,-,-,-,-,-,0.131545422,0.053401403,0.036467701,14.98504527,15.0199984,0.200011381,-9.044968574,33.35746183,0.300143541,129.7575758,65.46395194,0.841414141,0.602870813,0.354285287,50.80606125,141.6666667,31.66666667,72.63949352,114.7757576,0.081880281,57.54265316,4.296240023,0.283918694,70.37602432,-,-,-,-,-,0.101919233,0.026513562,0.052336289,15.33696652,17.95357035,0.210433386,-2.808412055,42.77427948,0.395921053,151,68.71732221,0.928703704,0.773684211,0.477006579,44.39246617,156.4444444,31.07407407,76.12090428,125.8049383,0.126064363,40.26434967,5.02305767,0.33867048,62.59996218,-,-,-,-,-,0.127015776,0.035547683,0.049129456,14.53563742,19.07857321,0.157269404,-8.822933372,19.80120698,0.262654194,124.5625,62.34252002,0.785807292,0.563980263,0.312511308,31.83886855,133.65625,31.59375,67.89736001,104.1708333,0.105017965,42.45088312,4.23421681,0.261340116,59.87780407,-,-,-,-,-,0.077553336,0.052588425,0.025962642,15.6505002,17.92795626,23,8.695652174,8.695652174,43.47826087,17.39130435,13.04347826,8.695652174,88.46153846,1.549060673,1.403900626,3.461333333,14.55738059,51.87025782,119,12.04609397,-,-,-,0,0,0,0,0,0,0,0,2.284946237,3.1875,25.98054417,73.9580022,0.24502383,22.26904631,74.86204503,0.192276339,50.73365491,50.89581768,0.875303582,50.40425469,50.39534991,0.976175911,31.21161917,32.52344127,0.152322181,26.43514348,28.80217009,0.233748565,57.13137432,78.65182136,0.251978711,52.45496901,79.86672603,0.211714989,48.74766787,14.34374372,0.289572074,52.57250483,12.4027452,0.153460762,50.56738247,50.71427818,0.872527872,50.24556777,50.23384842,0.976334129,51.23240203,50.48452011,0.81237976,49.79104817,49.99735946,0.88371429,42.05398634,31.75471181,0.154534884,38.57836664,28.22823784,0.234701882,57.87682124,60.8890246,0.227898286,64.78074445,72.53807846,0.310149981,0,1.97740113,30.79096045,0.282485876,23.02259887,38.55932203,5.367231638
A111_4 1 month post-tx,13,WT,Undefined,,Trial0005,,4,3.696561656,14.94324385,30.25,0.20409548,-4.088390437,46.03808646,0.4033681,140.2195122,71.64320803,0.922560976,0.771181001,0.477388479,44.71251602,144.7804878,31.56097561,79.70757808,124.0715447,0.091868416,48.87129921,4.370894846,0.301007274,67.97600648,-,-,-,-,-,0.094075938,0.06279811,0.04998777,15.03687135,18.45827596,0.140678053,-11.14034173,22.80473174,0.247870066,112.0681818,58.80861743,0.684185606,0.66208134,0.282299641,36.98829719,117.8863636,31.81818182,63.00962075,91.69326545,0.131218111,34.50642405,4.108185794,0.272217264,50.47444622,-,-,-,-,-,0.107302028,0.020250761,0.014635851,15.33696462,19.21762061,0.194940061,-4.003215521,42.21794487,0.405605562,151.0227273,73.55215783,0.898295455,0.78319378,0.466572219,45.62585664,154.5454545,31.38636364,80.00433068,125.8136364,0.09172404,47.17591992,4.196727693,0.289412409,66.8024845,-,-,-,-,-,0.089450826,0.047887727,0.049211954,15.20934015,20.00992544,0.132938628,-10.01297446,17.60582641,0.229683014,118,61.39579652,0.721212121,0.571650718,0.258279007,28.07481746,124.2272727,31.97727273,64.45613115,93.50768398,0.140463685,31.82496487,4.165452769,0.27419952,48.05892032,-,-,-,-,-,0.10023865,0.012055868,0.023081113,15.27134542,16.06356618,38,18.42105263,0,34.21052632,44.73684211,2.631578947,0,96.81528662,1.457659481,1.472727273,3.369,15.07470775,56.0321551,173,13.20345964,-,-,-,0,0,0,0,0,0,0,0,2.194146825,2.491260163,11.16905326,96.28347776,0.533074215,12.71352515,99.74173944,0.549975892,46.68248475,50.84643409,0.79914566,50.11823207,50.7446689,0.869476859,45.20233903,50.08893512,0.493913279,46.22446843,48.02492319,0.570118915,55.88225546,95.94571954,0.558417559,48.71890271,99.17516876,0.579846911,49.6587946,5.871109134,0.550058372,59.52220745,98.82871605,0.544083814,52.24952536,51.11008902,0.764585157,50.11823207,50.7446689,0.869476859,47.22967545,48.52201237,0.787888127,50.21707898,49.48892104,0.796516912,48.64103534,50.93560265,0.480873784,46.22446843,48.02492319,0.570118915,52.0401826,50.54105028,0.496611961,54.34975826,53.42910247,0.556803544,0,6.378802748,41.609421,5.789990186,11.97252208,27.08537782,7.163886163
A111_4 1 month post-tx,14,Vehicle,Undefined,,Trial0006,,4,4.09828678,12.98624451,28.5,0.202250347,-3.430173246,43.08180644,0.410824663,140.5348837,71.60343104,0.901065891,0.783231334,0.462909272,42.87607637,143,31.46511628,78.86759592,119.4728682,0.106483664,38.91768269,4.071444063,0.306126916,64.94406003,-,-,-,-,-,0.104596062,0.046946117,0.050532066,13.00548358,16.81067357,0.195071363,-7.180565204,28.50601134,0.266631579,143.8888889,78.42935311,0.774444444,0.522631579,0.297611842,37.63643248,154.2222222,31.51111111,85.92099268,127.4592593,0.13034954,33.90974043,4.188469759,0.319287401,58.76324681,-,-,-,-,-,0.097707272,0.061635484,0.030808909,13.06312545,16.6386895,0.202996815,-4.753041858,47.66282488,0.332061642,131.1086957,68.88334972,0.876177536,0.712070938,0.403835097,33.09956549,136.0869565,31.7173913,75.95831603,113.9173913,0.104596062,51.5666074,4.304066184,0.307389755,65.24214307,-,-,-,-,-,0.106483664,0.051080264,0.048504624,13.31939516,16.72027129,0.222088629,-7.601906153,28.84903931,0.326898496,147.0952381,71.14907622,0.787599206,0.695300752,0.362847744,30.68245726,151.6190476,31.52380952,76.37904617,121.4031746,0.102441552,44.60353163,4.206039099,0.319721693,67.00977277,-,-,-,-,-,0.125961671,0.030750551,0.067140823,13.02396152,17.13190491,38,2.631578947,18.42105263,21.05263158,57.89473684,0,0,94.40993789,1.566276275,1.669019139,3.84825,12.96050063,51.97532914,176,12.1857401,-,-,-,0,0,0,0,0.519527433,0,0,0,2.130182927,2.246428571,101.2364341,2.1241267,0.855031282,0.093462806,0.607224487,0.843390887,49.05291278,49.24833087,0.910289601,50.55398263,50.58677039,0.900810401,49.67294803,50.10159702,0.82517087,52.6285675,52.65854855,0.864829404,101.2410261,1.932073061,0.868616925,100.0155292,0.368618163,0.853594806,73.33805906,97.47282171,0.840863265,61.28014147,98.91808483,0.822005084,48.80370404,48.99640095,0.909232019,50.80272145,50.63836295,0.881147333,50.82999515,50.66234645,0.922887873,48.27709622,48.91482442,0.860970622,49.67294803,50.10159702,0.82517087,52.88187456,52.66073481,0.849155557,49.35641119,49.23676907,0.809828983,46.97654964,47.46498382,0.81505933,0,0.677392041,51.90516511,0.33869602,1.354784081,30.48264183,15.24132091
A111_4 1 month post-tx,15,KO,Undefined,,Trial0007,"Run 039, 041 are not compliant.",3,6.310644312,9.312825903,38.66666667,0.33274929,-2.062460783,46.57703465,0.472956081,169.2162162,81.36143581,0.93231982,0.79886202,0.504105619,62.24462138,179.4864865,31.35135135,88.89704083,147.5459459,0.097209844,39.73803982,3.655455812,0.434943927,76.80891472,-,-,-,-,-,0.145215751,0.085587808,0.104982817,8.892334681,22.92937302,0.270710086,-5.673266795,12.49499745,0.346990132,128.25,62.2503986,1.005439815,0.651315789,0.423462171,25.61378366,139.2222222,31.86111111,67.80335386,109.7935185,0.173379622,28.09728446,3.680547347,0.447214953,59.67284815,-,-,-,-,-,0.047505282,0.10166751,0.091682448,9.387264367,26.34661893,0.289831035,-2.432734162,46.3594608,0.448060076,162.3421053,76.43738105,0.905921053,0.811495845,0.491766794,51.84941672,169,31.60526316,84.0074377,137.3824561,0.145215751,31.28289642,3.657730782,0.44191565,64.2785562,-,-,-,-,-,0.097209844,0.106895974,0.084874897,9.148059611,25.49849997,0.353644027,-4.317294345,25.19578225,0.351463816,123.4722222,65.31931697,0.907060185,0.643421053,0.429473684,78.28709742,157.4166667,31.30555556,77.56949707,128.0055556,0.055069479,75.2654351,3.843429125,0.415749523,86.18493754,-,-,-,-,-,0.171621822,0.086748143,0.106407926,9.775598638,22.48661529,29,6.896551724,13.79310345,68.96551724,10.34482759,0,0,87.87878788,1.194146053,1.62749908,5.855,9.100346176,58.79454496,147,8.713744322,-,-,-,0,0,0,0,0,0,0,0,3.623232323,3.713690476,24.50752827,80.9465203,0.465520407,83.0064156,82.52724006,0.658234688,48.27202391,60.76844322,0.70142954,42.37485999,42.61405725,0.857600391,40.97330664,40.68292348,0.610618055,26.39528565,23.93957938,0.478005952,69.40587654,82.34148629,0.493523354,83.71836393,83.55377402,0.694840352,39.20939764,19.64869617,0.467449794,34.32524143,16.94629621,0.617416171,57.36783457,61.19716149,0.680650232,43.67982115,43.06553091,0.798028426,44.6293955,41.23510208,0.592889251,57.49045224,57.59699556,0.880418198,40.97330664,40.68292348,0.610618055,34.76544279,23.66562701,0.429633346,59.35821028,62.08867544,0.534580665,71.56744356,77.04255964,0.559136243,0,0.625978091,24.72613459,0.078247261,7.668231612,46.63536776,20.26604069
A111_4 1 month post-tx,17,KO,Undefined,,Trial0008,,3,3.91955763,13.79052877,21.33333333,0.211298872,-3.029013316,44.77442826,0.470407895,173.9333333,83.26397078,0.951527778,0.798157895,0.518220395,58.71041126,181.7666667,31.2,90.56709789,149.9533333,0.101849082,44.04474879,4.361328774,0.315147025,66.44450305,-,-,-,-,-,0.099643311,0.068945271,0.044138045,14.11494002,16.69315721,0.255274922,-6.986315763,34.81851278,0.40797903,163.40625,75.99505989,1.044791667,0.748273026,0.54370991,48.26900792,177.53125,31.46875,88.05823196,151.1375,0.059644098,74.13293367,4.368226033,0.317536034,80.30595069,-,-,-,-,-,0.093552851,0.053216751,0.109284024,14.14357155,18.67722575,0.202333347,-2.381201256,44.66662597,0.465098684,167.6470588,77.86939441,0.939583333,0.82128483,0.513651316,60.69869611,175.9117647,31.38235294,84.53138447,141.8666667,0.09321471,44.64215811,4.06320648,0.294485256,68.07899398,-,-,-,-,-,0.094825007,0.039999797,0.066875535,13.93165076,19.56825645,0.222893294,-5.863892497,13.14325851,0.425360781,138.0645161,73.90311425,1.089919355,0.666977929,0.500529499,42.83429292,170.6129032,31.83870968,87.9277626,147.6537634,0.093552851,51.28336529,4.324042527,0.318899294,69.70660788,-,-,-,-,-,0.059644098,0.112400757,0.048962781,13.8893555,18.97293625,27,11.11111111,3.703703704,55.55555556,29.62962963,0,0,94.73684211,1.326769185,2.019226475,3.659666667,13.74709483,54.38085282,127,12.24622686,-,-,-,0,0,0,0,0,0,0,0,2.344827586,2.760138889,-7.973194552,91.96920975,0.68997092,97.22361115,98.18561111,0.766773929,44.10400316,54.5944151,0.868884422,51.26533446,51.73135576,0.887413852,46.19751809,47.46212925,0.680633775,41.97371696,41.94604114,0.770380371,91.33764322,90.86266828,0.710321023,96.54240083,97.54929416,0.750233361,108.4623121,8.819859297,0.704424956,56.38801931,1.85016286,0.663602715,54.35736152,54.81079672,0.852433076,51.11739581,51.58370548,0.88456029,45.42682038,45.07313525,0.871587676,49.44198945,50.58889234,0.759831571,47.0370549,47.96061268,0.63649914,41.97371696,41.94604114,0.770380371,52.89416556,53.02261225,0.627084001,57.34016041,59.37610859,0.621965379,0,0,36.38554217,0,0.602409639,38.43373494,24.57831325
