Experiment,Group,Animal,Trial_Description,NumberOfRunsUsedForCalculatingTrialStatistics,,Number of Trials,Run_Duration_(s)_Mean,Run_Average_Speed_(cm/s)_Mean,Run_Maximum_Variation_(%)_Mean,RF_Stand_(s)_Mean,RF_StandIndex_Mean,RF_MaxContactAt_(%)_Mean,RF_MaxContactArea_(cm²)_Mean,RF_MaxContactMaxIntensity_Mean,RF_MaxContactMeanIntensity_Mean,RF_PrintLength_(cm)_Mean,RF_PrintWidth_(cm)_Mean,RF_PrintArea_(cm²)_Mean,RF_MaxIntensityAt_(%)_Mean,RF_MaxIntensity_Mean,RF_MinIntensity_Mean,RF_MeanIntensity_Mean,RF_MeanIntensityOfThe15MostIntensePixels_Mean,RF_Swing_(s)_Mean,RF_SwingSpeed_(cm/s)_Mean,RF_StrideLength_(cm)_Mean,RF_StepCycle_(s)_Mean,RF_DutyCycle_(%)_Mean,RF_ToeSpread_(cm)_Mean,RF_IntermediateToeSpread_(cm)_Mean,RF_ManualPrintLength_(cm)_Mean,RF_PawAngleBodyAxis_(°)_Mean,RF_PawAngleMovementVector_(°)_Mean,RF_SingleStance_(s)_Mean,RF_InitialDualStance_(s)_Mean,RF_TerminalDualStance_(s)_Mean,RF_BodySpeed_(cm/s)_Mean,RF_BodySpeedVariation_(%)_Mean,RH_Stand_(s)_Mean,RH_StandIndex_Mean,RH_MaxContactAt_(%)_Mean,RH_MaxContactArea_(cm²)_Mean,RH_MaxContactMaxIntensity_Mean,RH_MaxContactMeanIntensity_Mean,RH_PrintLength_(cm)_Mean,RH_PrintWidth_(cm)_Mean,RH_PrintArea_(cm²)_Mean,RH_MaxIntensityAt_(%)_Mean,RH_MaxIntensity_Mean,RH_MinIntensity_Mean,RH_MeanIntensity_Mean,RH_MeanIntensityOfThe15MostIntensePixels_Mean,RH_Swing_(s)_Mean,RH_SwingSpeed_(cm/s)_Mean,RH_StrideLength_(cm)_Mean,RH_StepCycle_(s)_Mean,RH_DutyCycle_(%)_Mean,RH_ToeSpread_(cm)_Mean,RH_IntermediateToeSpread_(cm)_Mean,RH_ManualPrintLength_(cm)_Mean,RH_PawAngleBodyAxis_(°)_Mean,RH_PawAngleMovementVector_(°)_Mean,RH_SingleStance_(s)_Mean,RH_InitialDualStance_(s)_Mean,RH_TerminalDualStance_(s)_Mean,RH_BodySpeed_(cm/s)_Mean,RH_BodySpeedVariation_(%)_Mean,LF_Stand_(s)_Mean,LF_StandIndex_Mean,LF_MaxContactAt_(%)_Mean,LF_MaxContactArea_(cm²)_Mean,LF_MaxContactMaxIntensity_Mean,LF_MaxContactMeanIntensity_Mean,LF_PrintLength_(cm)_Mean,LF_PrintWidth_(cm)_Mean,LF_PrintArea_(cm²)_Mean,LF_MaxIntensityAt_(%)_Mean,LF_MaxIntensity_Mean,LF_MinIntensity_Mean,LF_MeanIntensity_Mean,LF_MeanIntensityOfThe15MostIntensePixels_Mean,LF_Swing_(s)_Mean,LF_SwingSpeed_(cm/s)_Mean,LF_StrideLength_(cm)_Mean,LF_StepCycle_(s)_Mean,LF_DutyCycle_(%)_Mean,LF_ToeSpread_(cm)_Mean,LF_IntermediateToeSpread_(cm)_Mean,LF_ManualPrintLength_(cm)_Mean,LF_PawAngleBodyAxis_(°)_Mean,LF_PawAngleMovementVector_(°)_Mean,LF_SingleStance_(s)_Mean,LF_InitialDualStance_(s)_Mean,LF_TerminalDualStance_(s)_Mean,LF_BodySpeed_(cm/s)_Mean,LF_BodySpeedVariation_(%)_Mean,LH_Stand_(s)_Mean,LH_StandIndex_Mean,LH_MaxContactAt_(%)_Mean,LH_MaxContactArea_(cm²)_Mean,LH_MaxContactMaxIntensity_Mean,LH_MaxContactMeanIntensity_Mean,LH_PrintLength_(cm)_Mean,LH_PrintWidth_(cm)_Mean,LH_PrintArea_(cm²)_Mean,LH_MaxIntensityAt_(%)_Mean,LH_MaxIntensity_Mean,LH_MinIntensity_Mean,LH_MeanIntensity_Mean,LH_MeanIntensityOfThe15MostIntensePixels_Mean,LH_Swing_(s)_Mean,LH_SwingSpeed_(cm/s)_Mean,LH_StrideLength_(cm)_Mean,LH_StepCycle_(s)_Mean,LH_DutyCycle_(%)_Mean,LH_ToeSpread_(cm)_Mean,LH_IntermediateToeSpread_(cm)_Mean,LH_ManualPrintLength_(cm)_Mean,LH_PawAngleBodyAxis_(°)_Mean,LH_PawAngleMovementVector_(°)_Mean,LH_SingleStance_(s)_Mean,LH_InitialDualStance_(s)_Mean,LH_TerminalDualStance_(s)_Mean,LH_BodySpeed_(cm/s)_Mean,LH_BodySpeedVariation_(%)_Mean,StepSequence_NumberOfPatterns,StepSequence_CA_(%),StepSequence_CB_(%),StepSequence_AA_(%),StepSequence_AB_(%),StepSequence_RA_(%),StepSequence_RB_(%),StepSequence_RegularityIndex_(%),BOS_FrontPaws_Mean_(cm),BOS_HindPaws_Mean_(cm),OtherStatistics_Duration_Mean,OtherStatistics_Average_Speed_Mean,OtherStatistics_Maximum_Variation_(%)_Mean,OtherStatistics_NumberOfSteps,OtherStatistics_Cadence,OtherStatistics_Sciatic_Functional_Index_Mean,OtherStatistics_Peroneal_Functional_Index_Mean,OtherStatistics_Posterior_Tibial_Functional_Index_Mean,OtherStatistics_RM_(%),OtherStatistics_RK_(%),OtherStatistics_LM_(%),OtherStatistics_LK_(%),OtherStatistics_NO_(%),OtherStatistics_AB_(%),OtherStatistics_TA_(%),OtherStatistics_GT_(%),PrintPositions_RightPaws_Mean_(cm),PrintPositions_LeftPaws_Mean_(cm),PhaseDispersions_RF->LH_Mean,PhaseDispersions_RF->LH_CStat_Mean,PhaseDispersions_RF->LH_CStat_R,PhaseDispersions_LF->RH_Mean,PhaseDispersions_LF->RH_CStat_Mean,PhaseDispersions_LF->RH_CStat_R,PhaseDispersions_LH->RH_Mean,PhaseDispersions_LH->RH_CStat_Mean,PhaseDispersions_LH->RH_CStat_R,PhaseDispersions_LF->RF_Mean,PhaseDispersions_LF->RF_CStat_Mean,PhaseDispersions_LF->RF_CStat_R,PhaseDispersions_RF->RH_Mean,PhaseDispersions_RF->RH_CStat_Mean,PhaseDispersions_RF->RH_CStat_R,PhaseDispersions_LF->LH_Mean,PhaseDispersions_LF->LH_CStat_Mean,PhaseDispersions_LF->LH_CStat_R,Couplings_RF->LH_Mean,Couplings_RF->LH_CStat_Mean,Couplings_RF->LH_CStat_R,Couplings_LF->RH_Mean,Couplings_LF->RH_CStat_Mean,Couplings_LF->RH_CStat_R,Couplings_LH->RF_Mean,Couplings_LH->RF_CStat_Mean,Couplings_LH->RF_CStat_R,Couplings_RH->LF_Mean,Couplings_RH->LF_CStat_Mean,Couplings_RH->LF_CStat_R,Couplings_LH->RH_Mean,Couplings_LH->RH_CStat_Mean,Couplings_LH->RH_CStat_R,Couplings_LF->RF_Mean,Couplings_LF->RF_CStat_Mean,Couplings_LF->RF_CStat_R,Couplings_RH->LH_Mean,Couplings_RH->LH_CStat_Mean,Couplings_RH->LH_CStat_R,Couplings_RF->LF_Mean,Couplings_RF->LF_CStat_Mean,Couplings_RF->LF_CStat_R,Couplings_RF->RH_Mean,Couplings_RF->RH_CStat_Mean,Couplings_RF->RH_CStat_R,Couplings_LF->LH_Mean,Couplings_LF->LH_CStat_Mean,Couplings_LF->LH_CStat_R,Couplings_RH->RF_Mean,Couplings_RH->RF_CStat_Mean,Couplings_RH->RF_CStat_R,Couplings_LH->LF_Mean,Couplings_LH->LF_CStat_Mean,Couplings_LH->LF_CStat_R,Support_Zero_(%),Support_Single_(%),Support_Diagonal_(%),Support_Girdle_(%),Support_Lateral_(%),Support_Three_(%),Support_Four_(%)
A111_4 16 weeks post-tx,EXC,55,,Trial0033,,3,3.640236373,9.812324897,22,0.176874049,-4.763213873,44.51436909,0.250858347,154.59375,77.75358239,0.590104167,0.728289474,0.292888569,41.42870528,161.5625,31.125,85.04828085,134.8791667,0.108641317,25.72161351,2.727474234,0.287602673,61.73358229,-,-,-,-,-,0.09259208,0.039991129,0.044183724,9.555177573,18.15369086,0.193252169,-7.678154374,13.54589954,0.246764643,167.2580645,78.34868524,0.563306452,0.73344652,0.274182937,18.92074178,173.2580645,31.41935484,85.48385623,141.855914,0.094289009,35.15184231,2.832191856,0.287886089,66.38956255,-,-,-,-,-,0.133822616,0.017944466,0.045157084,10.13187909,18.44888371,0.195154806,-3.80232176,44.66148347,0.260921053,152.1818182,75.19421067,0.605555556,0.772966507,0.316677632,35.55698999,159.6060606,31.48484848,83.59789535,131.8828283,0.095678483,30.45441581,2.826532312,0.293345605,66.43237712,-,-,-,-,-,0.112521364,0.047133598,0.041418921,9.961792037,20.75369985,0.147832437,-11.3648475,17.9744826,0.185930304,122.59375,68.86087557,0.48125,0.615049342,0.205978618,32.92967283,133,31.96875,74.37405882,107.04375,0.143461187,20.69861371,2.798911053,0.291060948,49.10256128,-,-,-,-,-,0.084306203,0.045689002,0.016440166,9.986721231,19.00891796,28,0,7.142857143,60.71428571,28.57142857,3.571428571,0,97.39130435,1.547347315,1.696607997,3.433666667,9.759448362,65.09186809,128,12.94561995,-,-,-,0,0,0,0,0,0,0,0,1.800143678,1.821111111,3.945876266,88.40498539,0.548049985,23.41432355,81.35486644,0.392409444,39.04307409,44.68081703,0.832020496,51.37314974,52.12037996,0.869548502,29.5368104,30.83131396,0.402768223,40.58754502,40.07414096,0.529951,59.42489516,89.22507759,0.575299953,57.49513861,84.16042082,0.425361693,43.89303197,12.4493915,0.472835273,45.04670678,15.42870593,0.482764436,45.06499156,44.28094858,0.849111891,51.90821173,52.42030378,0.841770178,53.85402905,55.06093258,0.818297902,47.94486497,48.47074976,0.875851112,37.26233842,30.81056975,0.405297368,40.58754502,40.07414096,0.529951,62.83871922,71.70664925,0.376620881,58.91299603,59.92422305,0.554773515,0,2.624671916,35.30183727,0.787401575,19.42257218,35.03937008,6.824146982
A111_4 16 weeks post-tx,KO,3,,Trial0002,,3,5.312674974,6.566680426,41.66666667,0.251361566,-3.672386772,41.58404545,0.251074294,139.3414634,73.32996916,0.591361789,0.712259307,0.289835526,45.19076441,143.3902439,31.41463415,81.24095375,123.1203252,0.086459749,27.02661602,2.244722598,0.325866096,71.46443165,-,-,-,-,-,0.077524248,0.073842947,0.091454543,7.020112619,29.99684337,0.265311706,-5.580145265,24.00428412,0.175327169,115.4054054,63.52803417,0.465765766,0.572261735,0.200147582,35.78428119,119.1621622,32.62162162,68.82897981,99.65656371,0.113958177,26.55575313,2.377273519,0.390637547,68.844358,-,-,-,-,-,0.145682563,0.057277817,0.062266528,6.881759131,31.49593732,0.25512417,-3.05760926,41.93901814,0.242304981,133.5238095,68.82149628,0.567460317,0.74943609,0.286191259,43.38524071,139.6428571,31.30952381,75.60325014,116.1793651,0.075536447,29.40090131,2.183130342,0.311106699,74.17049944,-,-,-,-,-,0.082706354,0.079891008,0.087058332,6.906671044,33.02436176,0.230861499,-7.362074559,19.88136882,0.157369389,113.1470588,60.29840887,0.451593137,0.580959752,0.174322755,31.22867609,118.5294118,31.64705882,64.01237031,90.90784314,0.174275587,17.10214515,2.614782065,0.411049102,54.92544885,-,-,-,-,-,0.10791471,0.067003596,0.063143006,7.180903094,31.53389361,30,3.333333333,6.666666667,3.333333333,80,6.666666667,0,85.71428571,1.594176042,1.468113715,5,6.399989747,79.99585413,154,10.54445732,-,-,-,0,0,0,0,0,0,0,0,1.659722222,1.415277778,11.27863899,9.740749909,0.799127784,17.23721996,15.6370641,0.748677403,45.04786707,46.10250625,0.756437561,54.29932725,54.33473501,0.901088829,52.11081447,60.8411721,0.734431282,62.49581323,66.4170645,0.795527138,24.71114704,9.73428137,0.804971393,23.86958328,15.64865464,0.746597871,73.24961799,87.89919388,0.60472904,72.13357889,84.29222286,0.581316856,46.81987284,46.99963053,0.669310697,54.88743376,54.62631399,0.871053458,53.36125871,52.11283414,0.704763851,45.63724809,45.16361392,0.766141756,60.12517874,62.13126234,0.680403318,65.72161968,66.4170645,0.795527138,40.57922224,37.49967409,0.589846492,35.87528597,29.40579071,0.516182258,0.165837479,2.155887231,30.34825871,2.155887231,2.487562189,44.27860697,18.4079602
A111_4 16 weeks post-tx,KO,15,,Trial0007,,3,6.49853911,5.644316312,37,0.300449104,-2.862447245,46.08252703,0.265689185,147.1707317,77.14948883,0.566768293,0.753851091,0.285308087,60.11662033,156.3414634,31.56097561,84.32551851,133.3957132,0.108232209,21.80974131,2.234414766,0.405080738,70.52825174,-,-,-,-,-,0.119246555,0.085256649,0.084983813,5.58357035,17.73850657,0.226365751,-7.739995738,22.11928953,0.178154025,97.14705882,54.06893785,0.555392157,0.645743034,0.209666215,30.66732775,104.3823529,32.02941176,58.47908042,83.5252451,0.247306528,14.17760707,2.617131548,0.469497577,49.91170764,-,-,-,-,-,0.072130721,0.087909511,0.068908404,5.734274751,15.90887308,0.309731411,-1.995272562,41.13235724,0.290830592,153.8333333,74.27278399,0.614930556,0.785526316,0.322582237,59.45891646,161.5833333,31.25,83.07229525,136.6722222,0.133700683,19.54081896,2.468653038,0.438315776,68.93117937,-,-,-,-,-,0.12096541,0.093071522,0.096891124,5.795919121,16.90195365,0.324672133,-4.187767363,22.45244319,0.224541118,112.15,62.25649325,0.631354167,0.659013158,0.275180921,63.78526666,136.025,31.3,71.27773733,112.7129167,0.077699482,31.33496968,2.20524684,0.392005621,73.74446646,-,-,-,-,-,0.19271657,0.058229024,0.084297013,5.821599544,18.00090247,27,25.92592593,14.81481481,22.22222222,37.03703704,0,0,80,1.339968321,1.88490809,6.082333333,5.812849313,46.43861164,151,8.665797423,-,-,-,0,0,0,0,0,0,0,0,1.956510417,1.712719298,17.67804957,99.88717413,0.484450771,10.98920957,5.711268315,0.520486182,47.05588806,54.06390727,0.671969281,45.60580983,45.68738142,0.86064641,45.56171668,57.63476097,0.46089546,38.04002954,48.04986421,0.565363969,48.99243204,99.57833725,0.48421681,37.74552904,4.76635143,0.515186317,60.71992883,91.48407219,0.416075642,60.87076971,93.0363737,0.397321502,54.51613497,54.81380973,0.652878024,45.60580983,45.68738142,0.86064641,44.12871053,41.46202693,0.563743383,54.63750057,54.810481,0.860270438,55.92437841,57.09751777,0.444311612,49.39903441,48.15703874,0.567941491,42.38544297,37.88635523,0.353569436,49.44645982,50.61589436,0.473596883,0,1.778808971,30.16241299,2.088167053,7.424593968,43.7741686,14.77184841
A111_4 16 weeks post-tx,KO,17,,Trial0008,,3,5.521686357,6.389408883,44,0.287499978,-3.056749058,48.84036152,0.30537406,160.5714286,77.74793453,0.595833333,0.812030075,0.32593703,61.08387289,169.2571429,31.22857143,84.29182492,142.7142857,0.121481579,22.13904189,2.596025467,0.418710055,67.80809047,-,-,-,-,-,0.096759503,0.115277146,0.080794171,6.69307709,24.83840416,0.293023654,-4.768929625,26.85501874,0.220504675,114.6842105,61.29569395,0.564473684,0.719875346,0.26455419,61.57427283,128.8157895,31.21052632,69.15620207,108.4280702,0.087861672,32.10002982,2.337134901,0.384523093,73.1338679,-,-,-,-,-,0.161802407,0.039510444,0.097918982,6.707479148,22.70600492,0.30923086,-1.773824211,43.72792166,0.305281015,170.4571429,77.17548904,0.590595238,0.842481203,0.332915414,61.77793786,181.3142857,30.94285714,84.56836075,146.5942857,0.096759503,27.51299207,2.572799628,0.404910356,74.34961574,-,-,-,-,-,0.114899648,0.079551373,0.115593967,6.569220693,26.60374353,0.212707581,-7.123865415,22.3874071,0.185263158,118.6388889,61.6634233,0.532175926,0.607894737,0.22171875,37.21203847,128.8333333,32.25,68.04606725,103.5164352,0.181912545,13.67418216,2.361739306,0.406072421,49.8028467,-,-,-,-,-,0.079230497,0.099390392,0.039508221,6.673697981,25.22331035,30,13.33333333,10,56.66666667,20,0,0,90.90909091,1.174461332,2.305047708,5.151,6.358567006,66.99924034,144,9.596037769,-,-,-,0,0,0,0,0,0,0,0,1.824421296,1.927777778,3.725895527,94.38342119,0.55727544,95.04971785,94.74298267,0.733756895,36.90232114,45.8216149,0.613140963,55.13001627,55.25247901,0.869901577,40.2032947,38.2223711,0.605535929,40.81442435,49.88965648,0.678152331,62.01753817,94.06885602,0.588401619,94.9190975,94.62526967,0.747356768,36.55963443,6.239533445,0.60880427,43.39727767,7.09659605,0.551375655,48.19562481,46.17506891,0.512587316,54.51209053,54.7135626,0.886658852,53.87623669,55.50996557,0.568561641,44.89594371,43.45509628,0.787503733,41.38317276,38.6192011,0.562041338,51.05478357,49.89733272,0.663086249,57.73623796,60.71004155,0.676902305,47.7934082,47.37657141,0.638100229,0.232378002,2.478698683,30.90627421,1.394268009,5.0348567,38.96204493,20.99147947
A111_4 16 weeks post-tx,KO,27,,Trial0012,Lower body part is obviously weak. Tail is weird. ,4,5.113758904,6.911048844,35.5,0.267451806,-1.601718211,38.02909188,0.278854039,151.7674419,71.05988129,0.577713178,0.844369645,0.31126836,52.95842237,160.4651163,31.13953488,78.88976526,130.0496124,0.12491355,22.49019108,2.776413859,0.395479154,67.35503029,-,-,-,-,-,0.104570741,0.076122271,0.088100258,7.042982716,20.3783955,0.210104211,-6.780826702,32.84832182,0.112692778,91.53488372,55.47529278,0.429554264,0.508935129,0.135110159,55.59565621,103.0465116,32.06976744,61.82386243,82.95348837,0.202990295,15.620207,2.795540468,0.40827868,50.50807781,-,-,-,-,-,0.131565536,0.022781589,0.051706965,6.966955959,21.25433282,0.271928221,-3.254515544,50.47353305,0.246296482,151.3695652,72.80053786,0.587862319,0.747597254,0.296985841,44.2897887,157.3913043,30.69565217,81.17344418,128.8507246,0.099591182,26.75961405,2.609757761,0.373173335,73.03535874,-,-,-,-,-,0.118820206,0.083029397,0.072074093,6.826449946,22.42763948,0.216224056,-7.589353609,30.82559782,0.129449013,99.34090909,53.9010572,0.477083333,0.595873206,0.161422697,32.69331862,106,31.72727273,59.02653244,83.02227961,0.176444672,17.49847297,2.725782567,0.389083322,51.8843751,-,-,-,-,-,0.15448827,0.049416632,0.024208785,7.121531668,20.99987614,36,25,0,0,66.66666667,5.555555556,2.777777778,91.71974522,1.301382196,0.898613329,4.792,6.806285712,64.31779196,176,9.579154102,-,-,-,0,0,0,0,0,0,0,0,1.424358974,1.741666667,11.77525522,8.048311224,0.619008876,19.65921406,17.23046127,0.754940137,44.27780326,55.5582383,0.756133834,55.73812011,55.76153772,0.933455217,49.51131896,61.62113358,0.774411864,42.53381909,63.60545607,0.715571816,39.01170219,7.959040058,0.630943169,19.65921406,17.23046127,0.754940137,72.88968641,91.92752569,0.69460281,77.53983972,82.03976753,0.617406412,55.93338122,56.25446664,0.702210902,55.88157311,55.91249865,0.933453899,43.85218118,43.11240459,0.757736599,44.55285496,44.20696286,0.864834492,61.09528291,61.57833001,0.763823134,61.26039804,63.99458768,0.706807106,39.58053223,38.16624712,0.6416759,39.21923616,37.79509804,0.619663696,0,2.545968883,43.06930693,8.345120226,2.475247525,36.13861386,7.425742574
A111_4 16 weeks post-tx,KO,28,,Trial0013,Run01: frame 234 RH didn't detect? ,3,3.453346057,9.933448428,33.33333333,0.207675923,-2.530408124,39.39001425,0.262906123,155.1923077,72.94589764,0.608173077,0.833502024,0.316764929,44.133423,159.8846154,30.96153846,79.31380436,129.3794872,0.112392749,30.96408693,3.346300423,0.324591467,64.45546658,-,-,-,-,-,0.115194452,0.05863517,0.03701227,10.53358061,18.51604571,0.15470478,-9.350202717,36.26446553,0.096650611,85.46428571,52.44554016,0.417410714,0.494830827,0.119911889,64.16043244,97.03571429,32.75,58.42742797,75.71750392,0.166477673,23.23749126,3.195878297,0.322180709,49.92173579,-,-,-,-,-,0.103401001,0.028746639,0.023555395,9.989351351,21.39979041,0.201039941,-3.17538152,36.74746284,0.270296053,151.7857143,70.13936274,0.579464286,0.801879699,0.304024906,49.83393277,157.4285714,31.32142857,76.79325969,125.0714286,0.110586674,30.09331773,3.25182288,0.310599748,64.2623609,-,-,-,-,-,0.107709718,0.034933088,0.056556197,10.25083358,19.57313623,0.189266053,-9.4259343,35.14726297,0.129780702,107.4444444,60.62437921,0.466820988,0.521052632,0.153300439,52.51774903,116.4074074,32.07407407,67.39373801,94.58776655,0.135987907,27.63539358,3.357655883,0.323127953,56.13818123,-,-,-,-,-,0.147214792,0.019961733,0.034935531,10.2347035,17.72171082,22,4.545454545,4.545454545,45.45454545,45.45454545,0,0,91.66666667,1.279671053,1.946501522,3.263666667,9.949686164,46.20215766,109,11.54834401,-,-,-,0,0,0,0,0,0,0,0,1.817391304,1.556570513,5.398411193,94.70742636,0.628523487,16.09481485,94.16912131,0.539589261,48.53370296,48.70367699,0.837159757,49.23053973,49.56412936,0.907918769,42.68680835,43.45786654,0.521960096,41.38657126,44.5155858,0.623760832,55.39762471,95.12892309,0.670191958,42.03256332,93.3796363,0.560361702,104.9510417,4.427226415,0.771094106,56.58667805,6.24642537,0.498698949,49.61204397,49.32866007,0.786388254,49.23053973,49.56412936,0.907918769,47.90916675,48.9341243,0.781551505,51.1375507,51.34384147,0.828854815,44.39566661,44.59565166,0.468684688,45.79262716,44.42591768,0.622736991,54.74823693,54.84128038,0.494881606,53.64171676,54.38503855,0.632057108,0,6.005586592,47.62569832,4.05027933,6.983240223,30.02793296,5.30726257
A111_4 16 weeks post-tx,KO,38,,Trial0020,,3,3.250206546,10.30136866,31,0.19347706,-4.055274407,38.00766389,0.256932849,136.7586207,70.65519991,0.580028736,0.798729583,0.297920826,35.68254222,142.5172414,31.37931034,77.01348383,118.1862069,0.106925968,31.95755531,3.193336796,0.299270083,63.55297519,-,-,-,-,-,0.110017065,0.039216423,0.042805002,11.09282665,24.24709079,0.221502744,-7.67798174,25.76491387,0.237006579,157.7407407,72.87386732,0.594135802,0.726315789,0.281633772,35.81282072,168.4074074,31.25925926,83.52073298,137.617284,0.078336277,41.08326418,3.126054908,0.303777106,72.60753779,-,-,-,-,-,0.079621404,0.081616922,0.063212156,10.7446773,23.7656473,0.17195152,-4.101172229,31.26298114,0.254433362,134.6451613,68.25003947,0.563306452,0.774702886,0.29141129,38.31883822,138.7741935,31.16129032,73.8714762,113.2258065,0.101443445,29.61822734,2.960147127,0.277892764,62.29298162,-,-,-,-,-,0.095864661,0.037934628,0.03932388,10.50992997,25.34435872,0.201699566,-7.412210722,21.68689545,0.212980263,141.5666667,72.93019496,0.513333333,0.686842105,0.238815789,49.13421208,159.7333333,31.86666667,83.4194597,131.7555556,0.076311294,40.20349387,2.934092287,0.283388282,71.11188692,-,-,-,-,-,0.071158709,0.058470238,0.0807734,10.80558966,21.23925735,26,11.53846154,19.23076923,38.46153846,26.92307692,0,3.846153846,97.19626168,1.409092105,1.439210526,3.067,10.44768342,61.12287773,117,13.24083194,-,-,-,0,0,0,0,0,0,0,0,1.519551282,1.450862069,22.46957201,95.69381719,0.493473918,5.338081693,92.78053304,0.694984443,46.24229469,48.86573927,0.666561681,48.74248782,49.14833005,0.864270261,36.93477002,40.27574858,0.66119408,42.67084782,44.49866716,0.595868273,51.02379462,95.40278173,0.531242451,61.14789247,93.15950718,0.714337835,56.01243467,3.185450042,0.442766931,47.64791066,7.596745655,0.673723706,50.19229469,48.93767143,0.667442994,49.97631205,49.83361236,0.816126516,48.93966802,50.15022272,0.638004477,49.67029154,50.54265508,0.778700564,41.53668984,40.06522864,0.647886696,44.08385041,45.3102832,0.550331501,59.21365803,61.37482214,0.621166708,54.30898577,53.97184871,0.509629495,0,1.253481894,37.74373259,0.835654596,2.228412256,40.80779944,17.13091922
A111_4 16 weeks post-tx,KO,39,,Trial0021,,3,4.62937723,7.708606903,34,0.233924645,-3.41986793,49.83459539,0.240592105,152.0606061,74.91144714,0.575,0.732057416,0.280756579,57.50398082,158.5454545,31.39393939,84.64159069,130.6909091,0.102303208,26.10679558,2.607785884,0.337959471,67.74751706,-,-,-,-,-,0.102404108,0.07212834,0.059392196,7.801272485,25.7341478,0.263153738,-6.712403174,32.37421575,0.190463346,134.5428571,66.26079313,0.547380952,0.613082707,0.224145677,47.49718433,143.2857143,31.82857143,74.40196426,114.9009524,0.096193696,32.68711768,2.651326896,0.350579229,70.83314489,-,-,-,-,-,0.084810242,0.096560747,0.077954164,7.741163143,22.36744058,0.226191367,-2.816733779,42.53805495,0.245387624,149.027027,69.55534769,0.566103604,0.781578947,0.289043385,41.43331643,153.6486486,31.18918919,76.17342263,123.1207207,0.099392223,27.37406231,2.5803643,0.329370081,68.96587795,-,-,-,-,-,0.099003105,0.058385519,0.073234658,7.442330891,24.75335857,0.266542208,-5.761560812,21.57042882,0.199363692,126.90625,64.94727336,0.568619792,0.608388158,0.233863076,55.44944313,143.78125,31.40625,75.05219147,117.4770833,0.087220861,34.43560556,2.655932448,0.353407924,73.58753772,-,-,-,-,-,0.094009072,0.07564784,0.096885296,7.725269365,22.34682212,29,17.24137931,13.79310345,34.48275862,34.48275862,0,0,92.8,1.551893462,2.225502131,4.409333333,7.640354189,65.66452864,137,11.18575334,-,-,-,0,0,0,0,0,0,0,0,1.670052083,1.704427083,12.3501999,99.05410996,0.587199452,20.31469292,94.51092089,0.537125195,49.09010122,49.79529132,0.834647231,49.63586296,49.8436181,0.806782644,40.60520286,46.64225882,0.546215903,44.99599711,46.4227748,0.640549932,53.37409827,98.04154806,0.581641991,58.22580993,94.46855392,0.559576121,56.43629454,3.126317993,0.594541305,48.48624017,6.504323032,0.528799349,48.81241998,49.50169872,0.832696956,49.63586296,49.8436181,0.806782644,51.17668624,51.25091916,0.902651125,50.71643078,49.96073539,0.806714167,44.51899597,46.77279132,0.518173026,44.99599711,46.4227748,0.640549932,55.83362177,53.89171283,0.543412671,54.76686887,54.12416361,0.624763669,0,0.682926829,29.95121951,0,2.926829268,44.7804878,21.65853659
