Experiment,Group,Animal,Time_Point,Time_Point_Description,Trial,Trial_Description,NumberOfRunsUsedForCalculatingTrialStatistics,Run_Duration_(s)_Mean,Run_Average_Speed_(cm/s)_Mean,Run_Maximum_Variation_(%)_Mean,RF_Stand_(s)_Mean,RF_StandIndex_Mean,RF_MaxContactAt_(%)_Mean,RF_MaxContactArea_(cm²)_Mean,RF_MaxContactMaxIntensity_Mean,RF_MaxContactMeanIntensity_Mean,RF_PrintLength_(cm)_Mean,RF_PrintWidth_(cm)_Mean,RF_PrintArea_(cm²)_Mean,RF_MaxIntensityAt_(%)_Mean,RF_MaxIntensity_Mean,RF_MinIntensity_Mean,RF_MeanIntensity_Mean,RF_MeanIntensityOfThe15MostIntensePixels_Mean,RF_Swing_(s)_Mean,RF_SwingSpeed_(cm/s)_Mean,RF_StrideLength_(cm)_Mean,RF_StepCycle_(s)_Mean,RF_DutyCycle_(%)_Mean,RF_ToeSpread_(cm)_Mean,RF_IntermediateToeSpread_(cm)_Mean,RF_ManualPrintLength_(cm)_Mean,RF_PawAngleBodyAxis_(°)_Mean,RF_PawAngleMovementVector_(°)_Mean,RF_SingleStance_(s)_Mean,RF_InitialDualStance_(s)_Mean,RF_TerminalDualStance_(s)_Mean,RF_BodySpeed_(cm/s)_Mean,RF_BodySpeedVariation_(%)_Mean,RH_Stand_(s)_Mean,RH_StandIndex_Mean,RH_MaxContactAt_(%)_Mean,RH_MaxContactArea_(cm²)_Mean,RH_MaxContactMaxIntensity_Mean,RH_MaxContactMeanIntensity_Mean,RH_PrintLength_(cm)_Mean,RH_PrintWidth_(cm)_Mean,RH_PrintArea_(cm²)_Mean,RH_MaxIntensityAt_(%)_Mean,RH_MaxIntensity_Mean,RH_MinIntensity_Mean,RH_MeanIntensity_Mean,RH_MeanIntensityOfThe15MostIntensePixels_Mean,RH_Swing_(s)_Mean,RH_SwingSpeed_(cm/s)_Mean,RH_StrideLength_(cm)_Mean,RH_StepCycle_(s)_Mean,RH_DutyCycle_(%)_Mean,RH_ToeSpread_(cm)_Mean,RH_IntermediateToeSpread_(cm)_Mean,RH_ManualPrintLength_(cm)_Mean,RH_PawAngleBodyAxis_(°)_Mean,RH_PawAngleMovementVector_(°)_Mean,RH_SingleStance_(s)_Mean,RH_InitialDualStance_(s)_Mean,RH_TerminalDualStance_(s)_Mean,RH_BodySpeed_(cm/s)_Mean,RH_BodySpeedVariation_(%)_Mean,LF_Stand_(s)_Mean,LF_StandIndex_Mean,LF_MaxContactAt_(%)_Mean,LF_MaxContactArea_(cm²)_Mean,LF_MaxContactMaxIntensity_Mean,LF_MaxContactMeanIntensity_Mean,LF_PrintLength_(cm)_Mean,LF_PrintWidth_(cm)_Mean,LF_PrintArea_(cm²)_Mean,LF_MaxIntensityAt_(%)_Mean,LF_MaxIntensity_Mean,LF_MinIntensity_Mean,LF_MeanIntensity_Mean,LF_MeanIntensityOfThe15MostIntensePixels_Mean,LF_Swing_(s)_Mean,LF_SwingSpeed_(cm/s)_Mean,LF_StrideLength_(cm)_Mean,LF_StepCycle_(s)_Mean,LF_DutyCycle_(%)_Mean,LF_ToeSpread_(cm)_Mean,LF_IntermediateToeSpread_(cm)_Mean,LF_ManualPrintLength_(cm)_Mean,LF_PawAngleBodyAxis_(°)_Mean,LF_PawAngleMovementVector_(°)_Mean,LF_SingleStance_(s)_Mean,LF_InitialDualStance_(s)_Mean,LF_TerminalDualStance_(s)_Mean,LF_BodySpeed_(cm/s)_Mean,LF_BodySpeedVariation_(%)_Mean,LH_Stand_(s)_Mean,LH_StandIndex_Mean,LH_MaxContactAt_(%)_Mean,LH_MaxContactArea_(cm²)_Mean,LH_MaxContactMaxIntensity_Mean,LH_MaxContactMeanIntensity_Mean,LH_PrintLength_(cm)_Mean,LH_PrintWidth_(cm)_Mean,LH_PrintArea_(cm²)_Mean,LH_MaxIntensityAt_(%)_Mean,LH_MaxIntensity_Mean,LH_MinIntensity_Mean,LH_MeanIntensity_Mean,LH_MeanIntensityOfThe15MostIntensePixels_Mean,LH_Swing_(s)_Mean,LH_SwingSpeed_(cm/s)_Mean,LH_StrideLength_(cm)_Mean,LH_StepCycle_(s)_Mean,LH_DutyCycle_(%)_Mean,LH_ToeSpread_(cm)_Mean,LH_IntermediateToeSpread_(cm)_Mean,LH_ManualPrintLength_(cm)_Mean,LH_PawAngleBodyAxis_(°)_Mean,LH_PawAngleMovementVector_(°)_Mean,LH_SingleStance_(s)_Mean,LH_InitialDualStance_(s)_Mean,LH_TerminalDualStance_(s)_Mean,LH_BodySpeed_(cm/s)_Mean,LH_BodySpeedVariation_(%)_Mean,StepSequence_NumberOfPatterns,StepSequence_CA_(%),StepSequence_CB_(%),StepSequence_AA_(%),StepSequence_AB_(%),StepSequence_RA_(%),StepSequence_RB_(%),StepSequence_RegularityIndex_(%),BOS_FrontPaws_Mean_(cm),BOS_HindPaws_Mean_(cm),OtherStatistics_Duration_Mean,OtherStatistics_Average_Speed_Mean,OtherStatistics_Maximum_Variation_(%)_Mean,OtherStatistics_NumberOfSteps,OtherStatistics_Cadence,OtherStatistics_Sciatic_Functional_Index_Mean,OtherStatistics_Peroneal_Functional_Index_Mean,OtherStatistics_Posterior_Tibial_Functional_Index_Mean,OtherStatistics_RM_(%),OtherStatistics_RK_(%),OtherStatistics_LM_(%),OtherStatistics_LK_(%),OtherStatistics_NO_(%),OtherStatistics_AB_(%),OtherStatistics_TA_(%),OtherStatistics_GT_(%),PrintPositions_RightPaws_Mean_(cm),PrintPositions_LeftPaws_Mean_(cm),PhaseDispersions_RF->LH_Mean,PhaseDispersions_RF->LH_CStat_Mean,PhaseDispersions_RF->LH_CStat_R,PhaseDispersions_LF->RH_Mean,PhaseDispersions_LF->RH_CStat_Mean,PhaseDispersions_LF->RH_CStat_R,PhaseDispersions_LH->RH_Mean,PhaseDispersions_LH->RH_CStat_Mean,PhaseDispersions_LH->RH_CStat_R,PhaseDispersions_LF->RF_Mean,PhaseDispersions_LF->RF_CStat_Mean,PhaseDispersions_LF->RF_CStat_R,PhaseDispersions_RF->RH_Mean,PhaseDispersions_RF->RH_CStat_Mean,PhaseDispersions_RF->RH_CStat_R,PhaseDispersions_LF->LH_Mean,PhaseDispersions_LF->LH_CStat_Mean,PhaseDispersions_LF->LH_CStat_R,Couplings_RF->LH_Mean,Couplings_RF->LH_CStat_Mean,Couplings_RF->LH_CStat_R,Couplings_LF->RH_Mean,Couplings_LF->RH_CStat_Mean,Couplings_LF->RH_CStat_R,Couplings_LH->RF_Mean,Couplings_LH->RF_CStat_Mean,Couplings_LH->RF_CStat_R,Couplings_RH->LF_Mean,Couplings_RH->LF_CStat_Mean,Couplings_RH->LF_CStat_R,Couplings_LH->RH_Mean,Couplings_LH->RH_CStat_Mean,Couplings_LH->RH_CStat_R,Couplings_LF->RF_Mean,Couplings_LF->RF_CStat_Mean,Couplings_LF->RF_CStat_R,Couplings_RH->LH_Mean,Couplings_RH->LH_CStat_Mean,Couplings_RH->LH_CStat_R,Couplings_RF->LF_Mean,Couplings_RF->LF_CStat_Mean,Couplings_RF->LF_CStat_R,Couplings_RF->RH_Mean,Couplings_RF->RH_CStat_Mean,Couplings_RF->RH_CStat_R,Couplings_LF->LH_Mean,Couplings_LF->LH_CStat_Mean,Couplings_LF->LH_CStat_R,Couplings_RH->RF_Mean,Couplings_RH->RF_CStat_Mean,Couplings_RH->RF_CStat_R,Couplings_LH->LF_Mean,Couplings_LH->LF_CStat_Mean,Couplings_LH->LF_CStat_R,Support_Zero_(%),Support_Single_(%),Support_Diagonal_(%),Support_Girdle_(%),Support_Lateral_(%),Support_Three_(%),Support_Four_(%)
A111_4 8wk post-tx,WT,2,Undefined,,Trial0001,,3,2.915491723,18.29868527,30.66666667,0.154761079,-4.381528604,39.71835337,0.394578947,143.1,69.72007461,0.927916667,0.798157895,0.467723684,50.86475206,149.4666667,31.53333333,76.08627372,122.6422222,0.091339758,52.16941282,4.648618583,0.241107423,61.92018791,-,-,-,-,-,0.102917651,0.02304056,0.023807921,18.94443424,21.7517474,0.181384968,-12.36738478,43.6364247,0.335861842,158.4666667,68.09735216,0.885416667,0.741315789,0.428802632,40.6529266,163.5666667,31.3,76.46214781,129.4822222,0.066563073,70.53288804,4.58992428,0.244804182,72.30330811,-,-,-,-,-,0.072111572,0.03993855,0.069890703,18.76512845,20.28382988,0.139437164,-6.064672733,36.73830114,0.394648367,138.1034483,65.09548073,0.867097701,0.818330309,0.450530853,40.10479491,143.3448276,31.75862069,69.9768138,111.3885057,0.103301745,45.66139308,4.675830899,0.238857973,56.15708223,-,-,-,-,-,0.09096989,0.022556682,0.025885886,19.13914621,18.80637185,0.174395646,-9.317364693,34.37556565,0.225641447,114.0666667,61.75378773,0.705972222,0.511578947,0.252651316,72.95785643,135.9,32.2,69.25150849,102.5955556,0.072111572,65.88361444,4.581921577,0.245915644,70.01155772,-,-,-,-,-,0.066563073,0.067671288,0.042157074,18.60939209,20.26032608,26,3.846153846,15.38461538,76.92307692,3.846153846,0,0,96.2962963,1.300766767,1.928435407,2.712666667,18.27860598,46.1141653,119,15.52992607,-,-,-,0,0,0,0,1.226781059,0,0,0,1.87202381,2.190948276,88.46268564,88.2448015,0.782448508,87.08921211,86.96495944,0.86769115,53.94513373,53.88766861,0.930034282,46.90675408,46.8645949,0.952998539,42.10905957,42.18072072,0.867733336,34.09940096,33.86253183,0.826552149,87.78612356,87.44875863,0.777187294,87.53419939,87.47156985,0.869096847,30.9198757,12.53169666,0.727585749,111.4271577,11.75349804,0.835333335,53.94513373,53.88766861,0.930034282,46.53694696,46.5003245,0.958307534,45.74192045,45.79374521,0.938419636,53.42099726,53.45387787,0.95270919,42.10905957,42.18072072,0.867733336,34.09940096,33.86253183,0.826552149,57.39647846,57.89435374,0.794085041,65.61146439,66.62523355,0.786304733,0,1.615508885,43.78029079,0.484652666,1.615508885,41.35702746,11.14701131
A111_4 8wk post-tx,KO,3,Undefined,,Trial0002,,4,4.913410633,12.48209865,46,0.243751417,-4.490316797,40.02412175,0.409924141,149.4897959,77.83124906,0.977210884,0.748227712,0.474427363,48.99199012,158.5918367,31.06122449,86.66454454,133.9632653,0.085220014,45.66186054,3.641100755,0.329999742,70.94161635,-,-,-,-,-,0.079025207,0.093126235,0.071648586,12.38347631,25.44140725,0.24532876,-6.255622415,33.72645802,0.222019288,104.0909091,58.05707545,0.695454545,0.557117225,0.262854366,52.54999488,115.9090909,31.81818182,63.90414471,91.57006592,0.136084106,35.44131452,4.118135434,0.385225985,59.70045703,-,-,-,-,-,0.163109256,0.035071896,0.056829016,12.67857084,23.47306505,0.239676114,-3.090179884,41.9844908,0.422182439,146.1538462,71.92892937,0.931730769,0.796609312,0.490513664,45.58954869,152.4423077,31.34615385,79.70882839,125.1045788,0.077188316,49.53722028,3.61754328,0.323936213,73.7574808,-,-,-,-,-,0.081593631,0.068849423,0.092843633,12.35393798,30.45344731,0.201095099,-6.149899958,30.70823772,0.147826652,80.51162791,49.40413934,0.527131783,0.502325581,0.174278611,55.5277891,92.79069767,31.93023256,54.42295802,71.32290513,0.182580067,33.54273489,4.130120491,0.382282837,55.12314169,-,-,-,-,-,0.110619723,0.05478126,0.03558388,13.04725364,24.94772722,38,26.31578947,23.68421053,5.263157895,42.10526316,2.631578947,0,88.37209302,1.536813981,1.495515591,4.539,12.61940639,67.60701943,188,10.88683573,-,-,-,0,0,0,0,0.605557918,0,0,0,2.465345528,2.116145833,13.23101504,9.284032115,0.399939833,15.8239653,8.461621438,0.482626467,47.13253796,47.9215801,0.665152343,53.64368586,53.62102657,0.89220547,42.83527044,54.23785427,0.585956364,38.7355583,59.24538138,0.515907102,48.52059887,6.954944505,0.453651666,45.04836604,7.624951778,0.503911961,53.23677487,97.17996235,0.338587488,60.27669502,92.83533404,0.424250244,47.05901329,47.84066925,0.656793323,53.61115974,53.58399797,0.89001538,53.06260409,52.52377965,0.621712354,46.31982113,46.02890868,0.831542175,53.49508483,54.24820478,0.577943696,60.43894453,58.83093058,0.478252712,46.20953425,44.43245707,0.388776069,39.16054673,42.70381566,0.35906026,0,4.075895994,28.81236824,2.600140548,4.638088545,47.71609276,12.15741391
A111_4 8wk post-tx,Vehicle,10,Undefined,,Trial0003,,3,4.244348304,12.70139624,35.66666667,0.210934124,-3.834857153,39.31601006,0.339034091,119.7878788,62.99760403,0.813510101,0.770813397,0.392718301,39.32380854,123.0606061,31.42424242,68.09418818,100.4808081,0.10119734,39.91117478,4.029757102,0.317579336,66.02182493,-,-,-,-,-,0.099864745,0.063043707,0.050247715,13.08537095,25.20210495,0.17855367,-8.54177194,25.41049737,0.175083732,102.1818182,57.35100706,0.704040404,0.44569378,0.206348684,29.07207056,104.6666667,32.18181818,60.02247282,80.0048174,0.143139291,32.76420851,4.156722239,0.317243912,54.90133743,-,-,-,-,-,0.115330498,0.039304252,0.020941685,13.4490241,26.17926022,0.20778106,-3.251271237,43.05662423,0.316233553,128.8055556,68.63880635,0.871643519,0.684868421,0.390328947,42.46132725,133.9166667,31.30555556,75.96641753,111.4018519,0.096838541,40.69899564,3.897408466,0.304746089,67.08284049,-,-,-,-,-,0.09793291,0.049291401,0.061534064,12.86008191,27.3340848,0.201500457,-7.536339046,27.48742445,0.184884868,88.47058824,52.06461415,0.672916667,0.497368421,0.215526316,35.40030377,92.97058824,31.73529412,55.70093607,73.38763198,0.130468978,36.52620043,4.156068228,0.326662996,59.85749481,-,-,-,-,-,0.129493133,0.019309263,0.045608117,13.20114278,24.76206559,29,0,3.448275862,0,96.55172414,0,0,93.5483871,1.478117032,1.291448261,3.978,12.43566845,62.56306574,136,11.98401106,-,-,-,0,0,0,0,0,0,0,0,1.463888889,1.46922043,13.16653584,13.18722948,0.96550588,10.43120165,10.23432666,0.936667844,45.52986406,45.87393416,0.905120071,49.67524927,50.21422597,0.893347157,60.0215261,59.99875316,0.968632493,64.09211321,63.9803347,0.946411511,13.16653584,13.18722948,0.96550588,110.447736,10.24592147,0.9374509,85.19650539,87.4628729,0.886237052,84.41474153,90.30394676,0.88016622,47.57130788,46.79794121,0.813160798,50.55345328,50.78454293,0.860970992,53.15517419,53.51941244,0.892959005,49.69530333,50.08922325,0.783212389,62.35999603,61.8371057,0.89219458,65.21876991,65.07224617,0.938642737,39.38701335,39.50095059,0.828426521,36.2398102,35.24177816,0.753625796,0.121506683,0.729040097,52.24787363,2.916160389,1.458080194,37.66707169,4.860267315
A111_4 8wk post-tx,WT,12,Undefined,,Trial0004,,3,2.965530783,18.13392398,16.66666667,0.16604569,-3.55410354,37.89062053,0.402445175,157.4814815,74.77747471,0.873611111,0.794736842,0.457247807,51.50693921,163.7037037,31.59259259,81.81493838,131.1802469,0.116491757,45.93496745,5.155205499,0.281659286,58.77638128,-,-,-,-,-,0.102889284,0.029086259,0.031691555,18.13469618,10.85418285,0.14444904,-10.24800341,22.78266559,0.272111842,133.8333333,71.61674123,0.814583333,0.639473684,0.323782895,38.76581207,143.0666667,32,77.79893226,116.8377778,0.109095211,45.63977651,4.601768333,0.249994096,56.16240517,-,-,-,-,-,0.080250391,0.036610803,0.027736013,17.71769817,11.00265997,0.167895695,-4.341397562,37.97040924,0.370383772,155.8888889,72.51757281,0.93132716,0.728947368,0.456688596,43.07744039,160.2962963,31.81481481,80.23494794,128.9777778,0.098602231,51.75662928,4.952324563,0.263354098,62.43335415,-,-,-,-,-,0.111832087,0.030354295,0.027957272,18.29639565,10.77971351,0.160424828,-9.939639704,17.01426311,0.326467105,145.7333333,70.74775481,0.800416667,0.648947368,0.375118421,22.38864491,154.5333333,31.56666667,76.56381605,120.7733333,0.092823949,54.90285875,4.625220119,0.254061745,62.98219808,-,-,-,-,-,0.100589156,0.024777383,0.037720123,17.65083568,12.98907311,23,21.73913043,0,30.43478261,47.82608696,0,0,92,1.573563596,1.480263158,2.832333333,17.93106034,30.77040829,114,14.0934367,-,-,-,0,0,0,0,0,0,0,0,2.208482143,2.716185897,12.93234898,96.49284133,0.507440566,14.50451814,6.365310158,0.685015144,45.29458971,51.73294246,0.889903967,52.63692043,52.59271546,0.938904448,43.33381817,51.49455747,0.696247175,43.08009287,52.22282612,0.572099682,57.91958596,95.643676,0.50924918,37.21646232,4.477955591,0.66206553,48.52058602,4.851681577,0.55256665,68.06592123,95.80581663,0.692561156,52.22974287,51.6946675,0.893264138,52.63692043,52.59271546,0.938904448,48.05802291,48.48104753,0.903198592,46.54799886,46.76525844,0.930824705,51.51094236,51.40028199,0.686240274,47.37108463,52.22221439,0.575669616,51.14019828,49.36071413,0.645758883,53.49929225,48.98781049,0.602934583,0,4.094488189,45.19685039,1.25984252,12.75590551,31.65354331,5.039370079
A111_4 8wk post-tx,WT,13,Undefined,,Trial0005,,5,6.429430196,9.359095645,70.4,0.300474737,-3.070706511,47.52163594,0.36468515,136.015873,70.48984631,0.870238095,0.756766917,0.432669173,43.20429787,141.7777778,31.25396825,78.03213421,119.362963,0.087857382,42.79351213,3.645514565,0.397352854,71.93906606,-,-,-,-,-,0.088734351,0.144626399,0.075121746,11.24622237,50.91909478,0.286992589,-6.385549091,23.86395102,0.242508097,112.8923077,60.72197585,0.700705128,0.619797571,0.280448381,46.37858934,122.8923077,32.78461538,66.20734504,95.02240426,0.112916956,34.46781983,3.59804863,0.341620433,63.77178578,-,-,-,-,-,0.139895573,0.013155658,0.075355686,11.18534014,53.55022164,0.287439235,-2.736433409,41.78907438,0.381584928,140.6212121,70.95392761,0.880050505,0.772966507,0.443428529,52.32028442,145.5757576,31.27272727,77.86120525,119.1525253,0.084370367,41.3216825,3.46769221,0.37899205,72.99505425,-,-,-,-,-,0.083536527,0.073223768,0.096715162,10.98616902,56.54704621,0.192219361,-6.840799449,19.45063993,0.167851454,91.01754386,55.04787551,0.605190058,0.48365651,0.190631925,53.41630152,102.1929825,32.47368421,59.65320978,77.82701713,0.163898689,25.21353717,3.783937906,0.360379126,50.29348225,-,-,-,-,-,0.100130355,0.074348315,0.018906021,11.64576379,57.81429045,50,14,14,30,40,0,2,88.49557522,1.502483704,1.482628626,6.1294,9.219561642,112.2496899,251,9.695317667,-,-,-,0,0,0,0,0,0,0,0,2.548838798,2.892138365,3.218201989,97.06070343,0.584953676,7.213069223,0.690959258,0.53299648,41.0624775,51.88853053,0.696788408,45.21520913,50.66622443,0.874918552,42.99428206,46.07494888,0.597998742,48.00231516,50.81905839,0.59497053,52.57126279,97.43548444,0.605710155,47.50324219,0.178458778,0.571891398,59.19552246,2.372663717,0.567172422,56.09346574,0.113219675,0.554114239,51.87028367,51.87948504,0.664596264,50.66356573,50.95054619,0.857566335,49.31317335,47.85682503,0.684296086,49.69419549,48.39560145,0.714418169,47.5682945,46.03843507,0.565913032,50.03742319,50.86858926,0.597362804,51.79196091,53.74206738,0.542634125,50.02233805,50.65501964,0.488262676,0.270709258,4.006497022,32.48511099,2.652950731,6.821873308,35.30048728,18.46237141
A111_4 8wk post-tx,Vehicle,14,Undefined,,Trial0006,,3,3.671599228,14.74040752,26.33333333,0.163723708,-4.304402805,38.85739045,0.325460526,137.5454545,73.00347169,0.824242424,0.712679426,0.387685407,31.3642467,143.2424242,31.72727273,80.25830863,118.3683502,0.105693176,40.38720314,4.086770533,0.26844551,60.8763054,-,-,-,-,-,0.093019725,0.032350456,0.037696364,14.3864621,22.43090636,0.169007803,-9.288919067,30.6115724,0.273214286,139.6428571,69.54328649,0.774107143,0.565883459,0.307366071,37.95156828,147.25,31.53571429,75.89875947,115.8619048,0.143661643,37.74824257,4.852664352,0.311740308,54.04292529,-,-,-,-,-,0.086798302,0.042824819,0.048874354,14.91372492,16.09579583,0.193060728,-4.312273053,36.69193371,0.359348684,143.2,71.96993532,0.8925,0.750789474,0.428131579,33.19359003,149,31.46666667,79.79211378,122.2111111,0.10335525,44.53130137,4.519905606,0.29451907,64.73236027,-,-,-,-,-,0.117436863,0.041519308,0.033727824,14.98052255,15.43393397,0.221864126,-7.008491144,25.82004737,0.380938067,146.7586207,70.40779953,0.913505747,0.681125227,0.442547641,36.16164625,160.9655172,31.20689655,79.27283792,132.1057471,0.091547551,61.48200126,4.728784412,0.311301037,70.50197926,-,-,-,-,-,0.131968251,0.047757392,0.042713887,14.90522471,15.965914,26,30.76923077,3.846153846,30.76923077,26.92307692,0,7.692307692,92.85714286,1.557467532,1.554473684,3.271333333,14.86956686,49.3289202,120,13.07183425,-,-,-,0,0,0,0,0.407603407,0,0,0,1.80625,1.730357143,2.399857782,97.96491199,0.638879441,11.27611456,2.913711863,0.535741445,40.97315089,57.1527655,0.719087687,49.60031486,50.1648763,0.791269727,36.64441478,46.99773099,0.50592714,46.5036951,47.61273263,0.744649427,63.83293751,97.86079037,0.690685997,46.54118275,3.297183788,0.559829165,45.44601353,3.572125279,0.682908648,56.03745599,95.75484933,0.579547871,57.75795117,56.75153806,0.794047753,49.38699202,49.92310317,0.786618143,40.29048851,41.73002051,0.634526072,49.74908483,49.60955191,0.876384414,48.18223492,47.65236641,0.524999406,46.5036951,47.61273263,0.744649427,51.28004494,52.54625498,0.465088413,52.73692605,50.99766926,0.691779673,0,1.673101673,45.55984556,1.673101673,8.751608752,32.56113256,9.781209781
A111_4 8wk post-tx,KO,15,Undefined,,Trial0007,,3,4.691029837,11.40766392,18.66666667,0.258399462,-2.644597728,49.78026619,0.442580181,160.90625,75.22654293,0.903125,0.821546053,0.493066406,55.70697605,165.0625,31.03125,85.67212768,137.2520833,0.106462204,43.02144693,4.233166512,0.361863239,71.01898171,-,-,-,-,-,0.122017193,0.070849437,0.062534405,11.28775456,13.82075441,0.209996005,-6.710368437,13.29821802,0.298234962,114,57.75140973,0.941071429,0.671954887,0.357335526,26.28451528,124.4857143,31.74285714,62.85455867,94.80761905,0.139025343,35.79548517,3.976625361,0.348014044,60.08639965,-,-,-,-,-,0.051343234,0.091181509,0.06423917,11.08685902,13.78227331,0.238343501,-2.624744459,39.7968121,0.439277344,156.1875,71.39124938,0.938541667,0.852631579,0.504075863,46.31130319,163.46875,31.21875,79.55272093,130.8395833,0.122017193,36.4236823,4.190632302,0.359438162,65.58794259,-,-,-,-,-,0.106462204,0.062534405,0.071891636,11.50688731,11.8105326,0.292464968,-4.308601607,16.68791615,0.372434211,117.1176471,65.51546871,1.033333333,0.66873065,0.446447368,73.48012962,160.3235294,31.23529412,76.79807151,129.372549,0.062706727,76.99764036,4.030452778,0.351774818,82.31398264,-,-,-,-,-,0.129295539,0.067635341,0.098987726,11.26142353,13.84407793,29,6.896551724,13.79310345,72.4137931,3.448275862,0,3.448275862,96.66666667,1.334457237,1.684847618,4.366666667,11.28372496,51.48209764,133,10.62094923,-,-,-,0,0,0,0,0,0,0,0,3.765234375,3.302604167,33.08201059,71.98013691,0.537146195,35.1870698,69.77766501,0.644781567,42.78732129,50.71379295,0.545578032,45.13985681,45.47966292,0.863106284,25.84932493,22.91255132,0.661251122,24.25992218,20.21111111,0.575501357,61.54267651,73.02460169,0.560533813,64.72699697,69.9650667,0.704087686,38.47993345,26.70231022,0.558834939,35.49262649,31.44937253,0.637596696,50.96596427,50.14296322,0.587573024,45.13985681,45.47966292,0.863106284,48.27668151,50.3722449,0.454294457,54.33736407,54.45270431,0.887700914,27.80279648,22.40297479,0.610349083,31.35049489,20.20334883,0.572229336,72.21418226,76.91696182,0.614062016,72.31550249,81.36085698,0.58773604,0.490196078,2.450980392,12.54901961,1.078431373,14.31372549,59.21568627,9.901960784
A111_4 8wk post-tx,KO,17,Undefined,,Trial0008,,3,3.504195445,15.58082938,22.66666667,0.190019334,-3.311180473,41.04671369,0.398269737,158.4,76.04537156,0.894861111,0.779210526,0.462523026,52.02382026,163.0666667,31.6,83.1390982,130.2622222,0.102051934,46.65990594,4.489569873,0.29617585,63.58519123,-,-,-,-,-,0.097694454,0.047423227,0.046708914,16.04608401,22.52850476,0.237882938,-7.230769176,26.29344057,0.448621824,158.9310345,77.57909759,1.045402299,0.720326679,0.536090064,36.21221358,167.862069,31.44827586,86.85359445,144.6505747,0.067196041,72.01456031,4.740971699,0.309488338,76.33914442,-,-,-,-,-,0.094288127,0.058054274,0.087631331,16.10905958,19.55081654,0.201001614,-2.794521115,43.3919736,0.427292763,159.6333333,73.09322879,0.91375,0.819473684,0.492384868,53.80054495,166.6666667,31.26666667,80.48464407,132.0911111,0.101312768,47.03124323,4.628677628,0.305050773,65.31388905,-,-,-,-,-,0.105977008,0.048765785,0.049919059,16.13210425,20.47880328,0.209653175,-6.986022646,14.96529769,0.380151316,139.6,69.78943971,0.946805556,0.660789474,0.441217105,52.18193672,163.1,31.53333333,81.13832343,135.9622222,0.094657866,51.93604347,4.636385063,0.307638979,66.49924756,-,-,-,-,-,0.067196041,0.08831408,0.035710277,16.23841962,21.04109988,26,26.92307692,3.846153846,53.84615385,11.53846154,3.846153846,0,95.41284404,1.411578947,1.859785905,3.291,15.62707814,63.3551693,119,12.68191851,-,-,-,0,0,0,0,0,0,0,0,2.20632716,2.559444444,10.65854253,90.35525692,0.540183581,1.868989344,96.63027244,0.601680931,52.52791164,53.26884269,0.784087089,52.22330761,52.9518196,0.801909851,40.50789047,45.1133159,0.663913126,37.08730296,40.86144148,0.540683511,67.58959116,90.31237971,0.576603052,65.44613215,96.45124765,0.64175628,34.55243606,11.28923399,0.512097881,43.08854017,3.314274108,0.609713262,52.52791164,53.26884269,0.784087089,52.22330761,52.9518196,0.801909851,47.56347427,46.8336461,0.770049634,48.35488725,49.01297036,0.769709331,44.57750745,45.24497754,0.666527235,44.58730296,41.09412052,0.549699036,54.27622858,54.66950043,0.591473043,58.06605928,60.16357513,0.475064976,0,1.15942029,41.30434783,0,3.043478261,39.71014493,14.7826087
