Experiment,Animal,Group,Trial,Trial_Description,NumberOfRunsUsedForCalculatingTrialStatistics,Run_Duration_(s)_Mean,Run_Average_Speed_(cm/s)_Mean,Run_Maximum_Variation_(%)_Mean,RF_Stand_(s)_Mean,RF_StandIndex_Mean,RF_MaxContactAt_(%)_Mean,RF_MaxContactArea_(cm²)_Mean,RF_MaxContactMaxIntensity_Mean,RF_MaxContactMeanIntensity_Mean,RF_PrintLength_(cm)_Mean,RF_PrintWidth_(cm)_Mean,RF_PrintArea_(cm²)_Mean,RF_MaxIntensityAt_(%)_Mean,RF_MaxIntensity_Mean,RF_MinIntensity_Mean,RF_MeanIntensity_Mean,RF_MeanIntensityOfThe15MostIntensePixels_Mean,RF_Swing_(s)_Mean,RF_SwingSpeed_(cm/s)_Mean,RF_StrideLength_(cm)_Mean,RF_StepCycle_(s)_Mean,RF_DutyCycle_(%)_Mean,RF_ToeSpread_(cm)_Mean,RF_IntermediateToeSpread_(cm)_Mean,RF_ManualPrintLength_(cm)_Mean,RF_PawAngleBodyAxis_(°)_Mean,RF_PawAngleMovementVector_(°)_Mean,RF_SingleStance_(s)_Mean,RF_InitialDualStance_(s)_Mean,RF_TerminalDualStance_(s)_Mean,RF_BodySpeed_(cm/s)_Mean,RF_BodySpeedVariation_(%)_Mean,RH_Stand_(s)_Mean,RH_StandIndex_Mean,RH_MaxContactAt_(%)_Mean,RH_MaxContactArea_(cm²)_Mean,RH_MaxContactMaxIntensity_Mean,RH_MaxContactMeanIntensity_Mean,RH_PrintLength_(cm)_Mean,RH_PrintWidth_(cm)_Mean,RH_PrintArea_(cm²)_Mean,RH_MaxIntensityAt_(%)_Mean,RH_MaxIntensity_Mean,RH_MinIntensity_Mean,RH_MeanIntensity_Mean,RH_MeanIntensityOfThe15MostIntensePixels_Mean,RH_Swing_(s)_Mean,RH_SwingSpeed_(cm/s)_Mean,RH_StrideLength_(cm)_Mean,RH_StepCycle_(s)_Mean,RH_DutyCycle_(%)_Mean,RH_ToeSpread_(cm)_Mean,RH_IntermediateToeSpread_(cm)_Mean,RH_ManualPrintLength_(cm)_Mean,RH_PawAngleBodyAxis_(°)_Mean,RH_PawAngleMovementVector_(°)_Mean,RH_SingleStance_(s)_Mean,RH_InitialDualStance_(s)_Mean,RH_TerminalDualStance_(s)_Mean,RH_BodySpeed_(cm/s)_Mean,RH_BodySpeedVariation_(%)_Mean,LF_Stand_(s)_Mean,LF_StandIndex_Mean,LF_MaxContactAt_(%)_Mean,LF_MaxContactArea_(cm²)_Mean,LF_MaxContactMaxIntensity_Mean,LF_MaxContactMeanIntensity_Mean,LF_PrintLength_(cm)_Mean,LF_PrintWidth_(cm)_Mean,LF_PrintArea_(cm²)_Mean,LF_MaxIntensityAt_(%)_Mean,LF_MaxIntensity_Mean,LF_MinIntensity_Mean,LF_MeanIntensity_Mean,LF_MeanIntensityOfThe15MostIntensePixels_Mean,LF_Swing_(s)_Mean,LF_SwingSpeed_(cm/s)_Mean,LF_StrideLength_(cm)_Mean,LF_StepCycle_(s)_Mean,LF_DutyCycle_(%)_Mean,LF_ToeSpread_(cm)_Mean,LF_IntermediateToeSpread_(cm)_Mean,LF_ManualPrintLength_(cm)_Mean,LF_PawAngleBodyAxis_(°)_Mean,LF_PawAngleMovementVector_(°)_Mean,LF_SingleStance_(s)_Mean,LF_InitialDualStance_(s)_Mean,LF_TerminalDualStance_(s)_Mean,LF_BodySpeed_(cm/s)_Mean,LF_BodySpeedVariation_(%)_Mean,LH_Stand_(s)_Mean,LH_StandIndex_Mean,LH_MaxContactAt_(%)_Mean,LH_MaxContactArea_(cm²)_Mean,LH_MaxContactMaxIntensity_Mean,LH_MaxContactMeanIntensity_Mean,LH_PrintLength_(cm)_Mean,LH_PrintWidth_(cm)_Mean,LH_PrintArea_(cm²)_Mean,LH_MaxIntensityAt_(%)_Mean,LH_MaxIntensity_Mean,LH_MinIntensity_Mean,LH_MeanIntensity_Mean,LH_MeanIntensityOfThe15MostIntensePixels_Mean,LH_Swing_(s)_Mean,LH_SwingSpeed_(cm/s)_Mean,LH_StrideLength_(cm)_Mean,LH_StepCycle_(s)_Mean,LH_DutyCycle_(%)_Mean,LH_ToeSpread_(cm)_Mean,LH_IntermediateToeSpread_(cm)_Mean,LH_ManualPrintLength_(cm)_Mean,LH_PawAngleBodyAxis_(°)_Mean,LH_PawAngleMovementVector_(°)_Mean,LH_SingleStance_(s)_Mean,LH_InitialDualStance_(s)_Mean,LH_TerminalDualStance_(s)_Mean,LH_BodySpeed_(cm/s)_Mean,LH_BodySpeedVariation_(%)_Mean,StepSequence_NumberOfPatterns,StepSequence_CA_(%),StepSequence_CB_(%),StepSequence_AA_(%),StepSequence_AB_(%),StepSequence_RA_(%),StepSequence_RB_(%),StepSequence_RegularityIndex_(%),BOS_FrontPaws_Mean_(cm),BOS_HindPaws_Mean_(cm),OtherStatistics_Duration_Mean,OtherStatistics_Average_Speed_Mean,OtherStatistics_Maximum_Variation_(%)_Mean,OtherStatistics_NumberOfSteps,OtherStatistics_Cadence,OtherStatistics_Sciatic_Functional_Index_Mean,OtherStatistics_Peroneal_Functional_Index_Mean,OtherStatistics_Posterior_Tibial_Functional_Index_Mean,OtherStatistics_RM_(%),OtherStatistics_RK_(%),OtherStatistics_LM_(%),OtherStatistics_LK_(%),OtherStatistics_NO_(%),OtherStatistics_AB_(%),OtherStatistics_TA_(%),OtherStatistics_GT_(%),PrintPositions_RightPaws_Mean_(cm),PrintPositions_LeftPaws_Mean_(cm),PhaseDispersions_RF->LH_Mean,PhaseDispersions_RF->LH_CStat_Mean,PhaseDispersions_RF->LH_CStat_R,PhaseDispersions_LF->RH_Mean,PhaseDispersions_LF->RH_CStat_Mean,PhaseDispersions_LF->RH_CStat_R,PhaseDispersions_LH->RH_Mean,PhaseDispersions_LH->RH_CStat_Mean,PhaseDispersions_LH->RH_CStat_R,PhaseDispersions_LF->RF_Mean,PhaseDispersions_LF->RF_CStat_Mean,PhaseDispersions_LF->RF_CStat_R,PhaseDispersions_RF->RH_Mean,PhaseDispersions_RF->RH_CStat_Mean,PhaseDispersions_RF->RH_CStat_R,PhaseDispersions_LF->LH_Mean,PhaseDispersions_LF->LH_CStat_Mean,PhaseDispersions_LF->LH_CStat_R,Couplings_RF->LH_Mean,Couplings_RF->LH_CStat_Mean,Couplings_RF->LH_CStat_R,Couplings_LF->RH_Mean,Couplings_LF->RH_CStat_Mean,Couplings_LF->RH_CStat_R,Couplings_LH->RF_Mean,Couplings_LH->RF_CStat_Mean,Couplings_LH->RF_CStat_R,Couplings_RH->LF_Mean,Couplings_RH->LF_CStat_Mean,Couplings_RH->LF_CStat_R,Couplings_LH->RH_Mean,Couplings_LH->RH_CStat_Mean,Couplings_LH->RH_CStat_R,Couplings_LF->RF_Mean,Couplings_LF->RF_CStat_Mean,Couplings_LF->RF_CStat_R,Couplings_RH->LH_Mean,Couplings_RH->LH_CStat_Mean,Couplings_RH->LH_CStat_R,Couplings_RF->LF_Mean,Couplings_RF->LF_CStat_Mean,Couplings_RF->LF_CStat_R,Couplings_RF->RH_Mean,Couplings_RF->RH_CStat_Mean,Couplings_RF->RH_CStat_R,Couplings_LF->LH_Mean,Couplings_LF->LH_CStat_Mean,Couplings_LF->LH_CStat_R,Couplings_RH->RF_Mean,Couplings_RH->RF_CStat_Mean,Couplings_RH->RF_CStat_R,Couplings_LH->LF_Mean,Couplings_LH->LF_CStat_Mean,Couplings_LH->LF_CStat_R,Support_Zero_(%),Support_Single_(%),Support_Diagonal_(%),Support_Girdle_(%),Support_Lateral_(%),Support_Three_(%),Support_Four_(%)
A111_4 12 weeks post-tx,2,WT,Trial0001,,3,2.446031688,14.3402235,18.66666667,0.143470919,-5.674025384,41.50099443,0.270778509,137.2592593,67.20403052,0.606018519,0.834210526,0.321798246,46.99565279,142.4444444,31.33333333,73.78800197,118.0444444,0.09359815,37.8830267,3.506333843,0.237115295,60.14086629,-,-,-,-,-,0.107552702,0.026320929,0.011799058,14.3772464,16.53115798,0.170523359,-10.96107093,35.00918589,0.238381579,146.24,64.86279196,0.575666667,0.784421053,0.287751316,38.47509887,152.04,31.56,73.68297781,122.8053333,0.066709856,51.98042344,3.44581335,0.236434491,71.24747707,-,-,-,-,-,0.083777189,0.026912723,0.06294158,14.17693858,15.45260013,0.124997217,-6.924937731,33.06529114,0.270165789,133.52,65.35412795,0.592166667,0.829894737,0.311589474,36.30959625,136.32,31.44,70.72404596,111.1226667,0.108914115,32.52906759,3.47448228,0.235980711,53.48840965,-,-,-,-,-,0.091934191,0.010815803,0.024543531,14.40004837,13.24953449,0.156284896,-9.578494846,30.57163201,0.128760121,96.30769231,59.68613462,0.433653846,0.494635628,0.151681427,68.17197152,114.3461538,32.19230769,67.39641969,92.3974359,0.087683941,40.93606393,3.421677557,0.238743171,62.58571894,-,-,-,-,-,0.063533156,0.061264418,0.028589829,13.61884255,14.78647598,24,0,25,75,0,0,0,100,1.277979504,1.986015038,2.279666667,14.41537763,43.54601497,103,16.39895556,-,-,-,0,0,0,0,0,0,0,0,1.1275,1.449479167,85.85279005,85.72334471,0.657289593,84.43772654,84.98602514,0.841315188,52.95281583,52.59974643,0.856049938,42.18790704,43.36115077,0.889608163,41.25749841,42.04239185,0.819172155,30.76310549,30.88080129,0.744071255,86.43706164,86.49267535,0.677457391,84.69603173,85.27460129,0.861427942,113.3785721,13.5204228,0.673773296,15.5561861,14.7626662,0.838491481,52.95281583,52.59974643,0.856049938,42.18790704,43.36115077,0.889608163,46.70241282,46.98703704,0.838881793,56.68461048,56.68810283,0.952484659,41.25749841,42.04239185,0.819172155,30.76310549,30.88080129,0.744071255,59.37507264,58.67264159,0.792008668,69.82444751,69.52877685,0.73764777,0,3.73280943,43.02554028,0.196463654,10.01964637,33.39882122,9.626719057
A111_4 12 weeks post-tx,3,KO,Trial0002,,4,4.634730984,7.309917804,36.25,0.21313377,-3.878073364,42.34862437,0.243221749,144.627451,75.38289619,0.594035948,0.700773994,0.282939241,45.26824313,148.372549,31.2745098,83.10169803,125.8379085,0.087874593,27.95950788,2.292403895,0.291668596,69.67942973,-,-,-,-,-,0.07835572,0.068589948,0.067729163,7.639191534,22.28812459,0.226195861,-6.591378662,27.90778169,0.156822368,103.9333333,58.96546154,0.461388889,0.544736842,0.179763158,48.72169056,114.5777778,31.55555556,64.34045542,93.71118807,0.138545419,25.88576822,2.689698975,0.359968373,62.32522994,-,-,-,-,-,0.170490246,0.013486886,0.042524493,7.612263036,22.47506514,0.216164803,-3.22666765,46.14609335,0.251703947,140.7454545,70.35868702,0.575833333,0.776411483,0.296171053,42.29724963,145.3272727,31.05454545,77.00739551,118.9890909,0.075282946,31.95865165,2.223534748,0.291931261,74.31092661,-,-,-,-,-,0.084287875,0.065283329,0.066960967,7.334941162,24.98085694,0.160965886,-9.779424537,30.72405347,0.077779223,86.58139535,51.92929961,0.363468992,0.475887393,0.089896726,34.63617249,90.09302326,32.41860465,53.48386169,65.13326957,0.211004266,14.7200947,2.780246397,0.372323808,43.28222067,-,-,-,-,-,0.105147657,0.039273852,0.0197526,7.607517214,22.37603167,37,0,16.21621622,8.108108108,70.27027027,2.702702703,2.702702703,83.61581921,1.548082598,1.358421596,4.3925,7.275441102,73.50736751,194,11.58505374,-,-,-,0,0,0,0,0,0,0,0,1.599695122,1.392054264,14.90929317,13.02564499,0.768591222,16.75070484,12.89071203,0.572229762,40.06760516,46.56503162,0.745369073,54.32216045,54.40187033,0.902050633,46.26278894,58.19884487,0.587669275,46.70005873,65.46812636,0.784144879,28.13031129,12.41811819,0.729200611,38.23063653,11.40370599,0.537675739,72.56289569,86.58571739,0.569454149,60.25788798,90.89526637,0.377024628,46.04677985,45.52044886,0.78108663,54.22068623,54.29843523,0.900478291,53.97923167,54.40131239,0.785046072,45.81720549,45.71811626,0.842312402,52.25243443,58.86314865,0.561859464,66.41288449,66.977689,0.761909674,47.61191278,42.19521373,0.41192213,39.39414936,32.30585227,0.496003674,0,3.088235294,39.33823529,6.25,4.779411765,39.92647059,6.617647059
A111_4 12 weeks post-tx,10,Vehicle,Trial0003,,3,4.423348606,8.154040322,43,0.234646031,-3.742569274,36.33142339,0.234778988,131.9375,67.9204841,0.55,0.766036184,0.279048109,37.76929581,135.78125,31.28125,74.63217134,112.5791667,0.110868732,26.55605623,2.907270313,0.350851308,64.49905224,-,-,-,-,-,0.110575042,0.082097098,0.035871879,8.758586892,29.88666004,0.194705086,-8.152630689,30.4390222,0.144483553,109.6333333,60.96615792,0.513333333,0.504473684,0.167713816,39.51214825,116.3333333,31.63333333,66.66806819,93.9,0.142749914,27.16707333,2.884477612,0.33837938,61.16076638,-,-,-,-,-,0.102605163,0.050612677,0.042003961,8.80397984,29.7190192,0.217092153,-3.809764871,39.4630825,0.220186757,144.4193548,76.74370094,0.589919355,0.685314092,0.273762733,38.78816905,151.2903226,30.74193548,84.80516183,128.4645161,0.106625933,27.0724917,2.799519487,0.328790924,65.27209115,-,-,-,-,-,0.107173108,0.035613201,0.075884387,8.750042807,29.28863046,0.240888284,-6.841237294,22.66802882,0.185217928,129.875,63.36473911,0.504166667,0.588404605,0.206792763,32.38163988,135.75,31.34375,69.4623992,106.51875,0.105360014,29.16398547,2.87651454,0.336046598,66.6200718,-,-,-,-,-,0.139791,0.042156969,0.052882531,8.790603886,30.25885059,27,7.407407407,0,0,92.59259259,0,0,97.2972973,1.48161882,1.412793255,4.047333333,8.142126329,82.53354987,125,11.14780172,-,-,-,0,0,0,0,0,0,0,0,0.759305556,0.957916667,10.94534045,11.0038859,0.956427692,8.16404906,8.159317381,0.952719675,48.79653944,48.73070444,0.941401563,49.97145026,50.5453587,0.878309198,60.18121227,59.83881113,0.909286062,60.11749519,60.3647143,0.910392722,110.9453405,11.0038859,0.956427692,108.1640491,8.159317381,0.952719675,89.88695319,89.86729069,0.959286379,93.40477799,92.87966336,0.906793209,50.0363651,49.08946574,0.871685278,48.96404446,49.58343535,0.894434586,50.09191258,51.19580141,0.868423669,51.68204535,50.99456226,0.74583676,61.70131824,60.49561781,0.829646854,60.11749519,60.3647143,0.910392722,39.08005396,39.8394649,0.859869162,40.86708852,40.03676188,0.785986234,0,2.297592998,44.09190372,1.312910284,1.094091904,42.77899344,8.424507659
A111_4 12 weeks post-tx,12,WT,Trial0004,,3,3.655295892,9.7774597,45.66666667,0.196956426,-3.24449969,40.2672644,0.293482895,164.84,77.78897407,0.592166667,0.832736842,0.322531579,54.46148771,171.88,31.12,85.70094638,142.1226667,0.117582861,29.70875272,3.402158897,0.312796328,62.27028802,-,-,-,-,-,0.109426514,0.043421573,0.044724843,10.425172,10.13995289,0.158091105,-12.48388406,35.76939673,0.154069873,108.4827586,63.03533182,0.524712644,0.62722323,0.206961207,55.79948583,122.6896552,32.44827586,68.27933034,100.0321176,0.114842405,31.50348394,2.993925288,0.276579795,57.85593396,-,-,-,-,-,0.107725692,0.013912657,0.037461002,9.962069706,11.96655175,0.208963539,-2.986653048,43.14895976,0.275431427,165.3846154,75.52480828,0.616987179,0.784311741,0.329415486,45.73771399,168.6153846,31,82.99248208,137.4051282,0.109426514,32.23942664,3.411532329,0.317854232,65.49839911,-,-,-,-,-,0.117582861,0.044035914,0.045397107,10.30118944,9.946305994,0.143960194,-10.3945728,23.04336063,0.136439428,103.4827586,56.85197677,0.48362069,0.548820327,0.163390426,35.5374213,108.1724138,32.03448276,59.51850217,83.02145594,0.154417577,21.4964981,3.091078527,0.291172476,47.1412867,-,-,-,-,-,0.085303754,0.037045252,0.017479193,9.836691662,15.12853856,23,0,8.695652174,60.86956522,26.08695652,4.347826087,0,94.84536082,1.3875,1.337749546,3.089333333,10.37038512,51.19192429,109,12.2880642,-,-,-,0,0,0,0,0,0,0,0,1.805128205,2.263461538,25.89466348,83.39918319,0.4054677,22.1511546,91.42957946,0.449581204,47.62940976,50.17860386,0.808520314,51.95096922,51.95173546,0.964990377,40.80280708,42.12567194,0.523123525,35.32813139,33.49335755,0.423369764,62.64334986,84.16693573,0.475173614,66.2050026,90.45720414,0.461222424,44.70168578,14.2592312,0.536143011,44.9877151,10.67119866,0.482970106,51.3798774,50.14363546,0.806178876,51.95096922,51.95173546,0.964990377,48.73640773,49.40441578,0.825637786,48.28033739,48.34160822,0.962354967,40.80280708,42.12567194,0.523123525,35.32813139,33.49335755,0.423369764,61.90253842,61.37077926,0.596589496,65.44865285,66.79353681,0.610420961,0,8.320251177,32.33908948,3.924646782,17.73940345,33.43799058,4.238618524
A111_4 12 weeks post-tx,13,WT,Trial0005,1st run - spasm,3,5.531187511,6.306969134,33,0.243896943,-2.874067519,43.30414541,0.262852444,152.6904762,77.06978353,0.590376984,0.717293233,0.296891447,51.08493243,157.7380952,31.42857143,85.3994856,132.9936508,0.081152723,27.77258793,2.182596817,0.324610635,74.36363384,-,-,-,-,-,0.083110447,0.070158083,0.079062394,6.540184179,21.71264562,0.237368398,-6.922768572,27.61387076,0.190916941,123.75,64.72262691,0.488125,0.653684211,0.211514803,40.7105446,130.725,31.275,70.81350225,107.6933333,0.097413939,28.31585847,2.302648192,0.329473183,70.55710042,-,-,-,-,-,0.103835811,0.051630176,0.076447386,6.763092996,20.37929054,0.245505467,-2.99636627,50.85155371,0.241654858,147.3846154,75.21776199,0.591132479,0.728744939,0.28875,51.76608671,151,31.15384615,83.76544895,127.5538462,0.085419071,27.42914472,2.291531381,0.332246919,73.85840724,-,-,-,-,-,0.083288321,0.092221437,0.071727607,6.690799078,20.8559251,0.214783818,-6.593378176,25.5160902,0.168924595,112.7692308,63.2902251,0.47008547,0.552024291,0.190718623,52.59937231,126.5128205,31.61538462,70.36521376,103.6051282,0.105666211,23.94851576,2.265035187,0.320321943,67.30847954,-,-,-,-,-,0.09038383,0.071200574,0.054384625,6.743959783,18.77164906,35,34.28571429,2.857142857,25.71428571,37.14285714,0,0,97.22222222,1.606183889,1.613916363,5.085333333,6.293743733,62.08486555,160,11.08237682,-,-,-,0,0,0,0,0,0,0,0,1.571959459,1.930092593,3.435902274,97.77818689,0.609688733,4.841206067,2.775401435,0.711323851,54.62952769,54.95630373,0.875930351,52.3814874,52.21610171,0.842031067,47.55858157,50.98588291,0.786216548,46.47176536,48.27821705,0.686227916,61.28753043,96.78778656,0.621607335,42.50174959,2.089019844,0.724304334,46.13826585,3.284076336,0.614656873,68.79550819,98.45921464,0.703604925,54.54464777,54.65078674,0.857214367,51.36893093,51.38664905,0.870437361,45.5794202,45.30158506,0.837771795,48.42619831,48.61073246,0.900090154,51.38329249,51.59243332,0.760691683,46.47176536,48.27821705,0.686227916,49.50316961,49.25834375,0.686060861,53.96933548,51.68912431,0.656387055,0,2.395740905,35.75865129,1.419698314,1.064773736,37.79946761,21.56166815
A111_4 12 weeks post-tx,14,Vehicle,Trial0006,,3,5.261629267,6.993162646,36.33333333,0.229390774,-3.517117434,42.27180078,0.221923941,142.6829268,76.85145985,0.53546748,0.672400513,0.255840019,46.31663636,150.195122,31.31707317,85.61644295,125.2878049,0.09379744,27.57662509,2.280338189,0.304775628,69.21785871,-,-,-,-,-,0.08541923,0.05934926,0.067668924,7.058368365,29.14369113,0.245741573,-6.456448698,32.9367051,0.123329796,98.58064516,57.74794922,0.425806452,0.499660441,0.142238964,65.15954418,111.6129032,31.70967742,63.32762048,87.25806452,0.133715593,21.86526624,2.587643409,0.372624063,62.70421229,-,-,-,-,-,0.078839988,0.06988969,0.07849802,7.522654159,28.11404062,0.245134991,-4.142028931,50.82552527,0.197880021,137.6578947,73.13273998,0.565679825,0.656301939,0.247328601,36.70717594,145.8947368,31.55263158,82.92584103,123.0690058,0.090427377,26.74271127,2.34794766,0.329758952,71.42345087,-,-,-,-,-,0.096332506,0.067729013,0.081762687,7.012747588,29.91810616,0.294380212,-7.118181581,41.30587642,0.17625,116.3636364,62.28856832,0.522222222,0.596411483,0.210296053,60.38418508,128.6060606,31.36363636,70.52088463,106.4545455,0.092850932,34.26851068,2.707508617,0.357761077,73.99999467,-,-,-,-,-,0.137189005,0.080984902,0.072847793,7.548592145,25.49297123,28,21.42857143,0,7.142857143,67.85714286,0,3.571428571,88.18897638,1.832453267,1.449715909,4.829333333,6.973412971,71.78612756,143,10.73405025,-,-,-,0,0,0,0,0,0,0,0,1.153472222,1.317708333,100.9276033,1.945527713,0.757203634,13.38083116,9.635331828,0.789327402,54.11512416,53.87355124,0.869656385,48.9117325,49.58464145,0.728111246,46.99649918,57.71118611,0.7143385,54.11746016,55.69314328,0.793245804,101.1974365,2.046568301,0.772264941,22.82939431,8.952941007,0.768371957,62.53050764,96.59788448,0.527175318,76.14232915,93.26879268,0.652166496,54.08105029,53.87083593,0.871791804,48.99963498,49.39663448,0.706740868,46.00228158,46.11755965,0.825928108,51.37632037,51.27745105,0.870200588,57.95061437,58.21219343,0.683919778,55.06617811,56.61954791,0.767981653,42.38640326,41.09698343,0.483856444,46.66611718,43.70762398,0.669801903,0,0.751072961,38.09012876,1.502145923,1.716738197,41.30901288,16.63090129
A111_4 12 weeks post-tx,15,KO,Trial0007,,3,5.412162221,6.511323262,28.33333333,0.275662314,-3.268318072,46.1773471,0.259539474,144.5757576,71.55548016,0.569444444,0.770813397,0.289243421,53.65199518,150.1515152,31.24242424,80.27516388,126.7636364,0.112169013,23.72732381,2.592739448,0.388105033,70.66897351,-,-,-,-,-,0.126067683,0.076451581,0.071462566,6.32590082,16.99856478,0.237403877,-6.742254624,26.94648115,0.146966256,99.58064516,55.86271136,0.499731183,0.575297114,0.176275467,41.89507512,106.6774194,31.80645161,59.51199468,84.43195084,0.186150089,18.98953435,2.855626256,0.427948162,56.74624689,-,-,-,-,-,0.089519474,0.067146358,0.086438733,6.81478971,14.93684661,0.286462479,-2.590560242,41.963212,0.279353413,163.53125,72.57136596,0.600130208,0.828207237,0.318839433,47.36627307,170.0625,30.875,80.66712256,134.2875,0.139109168,20.52549264,2.806111861,0.419735158,66.64629985,-,-,-,-,-,0.122412329,0.070267899,0.084321353,6.532909962,16.43055144,0.301388067,-4.94962156,24.81635226,0.202105263,127.8484848,67.99452707,0.616666667,0.680382775,0.275723684,65.0681462,146.8787879,31.15151515,76.62347625,121.9333333,0.105173294,33.69716424,2.691117256,0.411071486,74.58815985,-,-,-,-,-,0.162860281,0.075071276,0.069556163,6.67592989,15.76843953,27,3.703703704,14.81481481,51.85185185,11.11111111,0,18.51851852,92.30769231,1.36512082,1.484677033,4.976,6.569098055,52.73788231,129,8.964032515,-,-,-,0,0,0,0,0,0,0,0,2.157561728,1.695833333,15.47614519,86.81096569,0.355516191,19.21599213,80.97988194,0.510091382,55.91623461,56.00448603,0.689593194,45.48104643,45.44754584,0.880263973,35.24015146,37.65585438,0.488546654,33.68513328,38.03674047,0.368900201,70.3780675,87.64149919,0.392926892,68.01433632,81.45905699,0.521839072,46.26746185,9.960992455,0.31237458,36.19667333,17.32301794,0.414549173,56.81083577,56.88838587,0.665560703,45.48104643,45.44754584,0.880263973,43.28647678,42.43808015,0.629939865,55.12515014,55.26337437,0.917645418,39.44784377,37.27490712,0.482743354,45.95751366,39.13634713,0.327110519,58.52106093,64.15136761,0.42542499,54.64456069,60.35136415,0.299334629,0,3.884372177,24.84191509,1.535682023,12.64679313,43.17976513,13.91147245
A111_4 12 weeks post-tx,17,KO,Trial0008,,3,4.472165794,7.680515508,34.66666667,0.221671127,-3.260318639,44.99253067,0.299892608,171.7058824,84.14797075,0.60122549,0.835913313,0.337726393,50.73776217,177.1470588,31.14705882,91.03673345,151.2313725,0.110451698,25.53840553,2.646878356,0.336830052,65.73741153,-,-,-,-,-,0.093706724,0.055708993,0.075030542,7.943125911,19.36439316,0.260931964,-5.534505085,25.37480845,0.329909539,162,74.97437174,0.762615741,0.915789474,0.423264803,42.92728613,172.1388889,31.33333333,83.0950505,144.6518519,0.056264932,50.52463318,2.434367525,0.310970947,81.30626208,-,-,-,-,-,0.093365989,0.060189231,0.100412444,8.063887546,19.88598527,0.237232175,-2.139220121,45.4060434,0.297593847,180.1176471,80.93651807,0.591789216,0.858900929,0.336577012,48.78641739,184.8823529,30.73529412,88.07044852,150.0843137,0.093706724,30.14710448,2.661326679,0.333609806,70.89931014,-,-,-,-,-,0.110451698,0.07599655,0.056031016,7.956465006,20.5858635,0.214624716,-7.050337413,15.30764835,0.306480263,138.8333333,69.0342912,0.809722222,0.779605263,0.399202303,30.90811354,167.3611111,31.69444444,79.87518509,137.4351852,0.108871661,32.52452612,2.54898563,0.327240087,67.2540316,-,-,-,-,-,0.049288791,0.101385027,0.070501839,8.064309356,24.22159207,31,12.90322581,3.225806452,70.96774194,3.225806452,9.677419355,0,96.12403101,1.310294118,2.15166567,4.216,7.626982454,66.19251717,140,11.9011346,-,-,-,0,0,0,0,0,0,0,0,1.441785714,2.038235294,17.45420352,74.76647299,0.719598635,8.447297914,88.74218139,0.475650795,41.69152146,55.94567602,0.534812617,53.63592121,53.8274616,0.870538713,31.12743817,37.18621638,0.530137565,30.88563511,28.99613465,0.671020579,70.88321869,76.38193021,0.747369489,65.15578082,89.52077246,0.561742155,25.0345603,24.80153717,0.814323766,35.18948318,13.43550797,0.57747428,53.32206101,56.33521094,0.507211129,53.96018617,53.56460526,0.831757962,46.06368262,44.7398437,0.522398468,45.63304993,45.64653707,0.862445575,44.19586626,36.89806643,0.536292495,30.88563511,28.99613465,0.671020579,60.05685345,63.58181996,0.510037816,70.23490705,71.20472984,0.746054752,0,1.646090535,19.03292181,1.748971193,6.172839506,51.85185185,19.5473251
A111_4 12 weeks post-tx,19,Vehicle,Trial0009,,3,4.11753968,8.54784866,28,0.207377501,-2.173910217,39.16408183,0.278335732,171.40625,79.5390843,0.594401042,0.823766447,0.324741982,43.86781988,178.90625,31.59375,87.30572086,143.9057292,0.117168714,25.18067292,2.794155566,0.327386347,62.63183033,-,-,-,-,-,0.103862984,0.044611786,0.06140765,8.685116272,21.64469188,0.228750875,-7.026949815,21.9230089,0.277774123,161.1851852,78.22497191,0.62808642,0.778947368,0.317214912,31.83434117,173.6666667,31.66666667,86.94115667,143.7308642,0.138246086,25.19849487,3.131813414,0.368108041,61.82377237,-,-,-,-,-,0.148408793,0.033326145,0.047015937,8.694757883,21.55341706,0.226546455,-2.908070208,43.15886308,0.274421053,175.6666667,80.50481304,0.585138889,0.767368421,0.3135,37.79905478,181.3,30.86666667,87.97876207,144.64,0.107709761,29.8134937,2.876698726,0.336106551,67.83687375,-,-,-,-,-,0.121353311,0.062119524,0.045324897,8.798952542,21.62587515,0.195382634,-6.84591174,14.1274716,0.283322368,173.0645161,74.05915599,0.589919355,0.866383701,0.323346774,18.61812251,185.6451613,31.48387097,80.62021001,145.4203044,0.154889441,23.9965371,3.031544172,0.351215836,56.9256552,-,-,-,-,-,0.120719592,0.044781209,0.033995383,8.667310976,23.51608968,24,25,8.333333333,29.16666667,37.5,0,0,87.27272727,1.401955935,1.476142551,3.741,8.649493412,67.40348112,120,11.15954296,-,-,-,0,0,0,0,0,0,0,0,1.390277778,1.387643678,6.189707701,97.4899846,0.554180974,4.398364959,3.356528308,0.721237322,49.3163134,49.07947166,0.791699498,50.76931219,53.84434739,0.828458868,50.41502605,50.19354628,0.767114351,46.20670325,49.78041225,0.613949417,52.01350727,97.27777199,0.580847912,47.74349962,3.124186738,0.737807732,55.61253226,0.94424889,0.53004001,64.30825166,96.59905218,0.635579285,49.3163134,49.07947166,0.791699498,54.08280425,53.8925653,0.844325756,50.79906884,50.85246896,0.724570552,45.87490524,46.28529548,0.869461648,50.41502605,50.19354628,0.767114351,49.9602645,49.92006878,0.616107363,49.07644187,50.00287838,0.700752798,48.34939041,46.66476988,0.647878091,0.354191263,2.361275089,45.21841795,1.889020071,4.250295159,38.72491145,7.20188902
